batch,time,TNF,ETH
batch 1,0.0,0.0,0.0
batch 1,5.0,0.0,0.0
batch 1,10.0,0.0,0.0
batch 1,15.0,0.0,0.0
batch 1,20.0,0.0,0.0
batch 1,25.0,0.0,0.0
batch 1,30.0,0.0,0.0
batch 1,35.0,0.0,0.0
batch 1,40.0,0.0,0.0
batch 1,45.0,0.0,0.0
batch 1,50.0,0.0,0.0
batch 1,55.0,0.0,0.0
batch 1,60.0,0.0,0.0
batch 1,65.0,0.0,0.0
batch 1,70.0,0.0,0.0
batch 1,75.0,0.0,0.0
batch 1,80.0,0.0,0.0
batch 1,85.0,0.0,0.0
batch 1,90.0,0.0,0.0
batch 1,95.0,0.0,0.0
batch 2,0.0,0.0,0.01
batch 2,5.0,0.0,0.01
batch 2,10.0,0.0,0.01
batch 2,15.0,0.0,0.01
batch 2,20.0,0.0,0.01
batch 2,25.0,0.0,0.01
batch 2,30.0,0.0,0.01
batch 2,35.0,0.0,0.01
batch 2,40.0,0.0,0.01
batch 2,45.0,0.0,0.01
batch 2,50.0,0.0,0.01
batch 2,55.0,0.0,0.01
batch 2,60.0,0.0,0.01
batch 2,65.0,0.0,0.01
batch 2,70.0,0.0,0.01
batch 2,75.0,0.0,0.01
batch 2,80.0,0.0,0.01
batch 2,85.0,0.0,0.01
batch 2,90.0,0.0,0.01
batch 2,95.0,0.0,0.01
batch 3,0.0,0.0,0.02
batch 3,5.0,0.0,0.02
batch 3,10.0,0.0,0.02
batch 3,15.0,0.0,0.02
batch 3,20.0,0.0,0.02
batch 3,25.0,0.0,0.02
batch 3,30.0,0.0,0.02
batch 3,35.0,0.0,0.02
batch 3,40.0,0.0,0.02
batch 3,45.0,0.0,0.02
batch 3,50.0,0.0,0.02
batch 3,55.0,0.0,0.02
batch 3,60.0,0.0,0.02
batch 3,65.0,0.0,0.02
batch 3,70.0,0.0,0.02
batch 3,75.0,0.0,0.02
batch 3,80.0,0.0,0.02
batch 3,85.0,0.0,0.02
batch 3,90.0,0.0,0.02
batch 3,95.0,0.0,0.02
batch 4,0.0,0.0,0.03
batch 4,5.0,0.0,0.03
batch 4,10.0,0.0,0.03
batch 4,15.0,0.0,0.03
batch 4,20.0,0.0,0.03
batch 4,25.0,0.0,0.03
batch 4,30.0,0.0,0.03
batch 4,35.0,0.0,0.03
batch 4,40.0,0.0,0.03
batch 4,45.0,0.0,0.03
batch 4,50.0,0.0,0.03
batch 4,55.0,0.0,0.03
batch 4,60.0,0.0,0.03
batch 4,65.0,0.0,0.03
batch 4,70.0,0.0,0.03
batch 4,75.0,0.0,0.03
batch 4,80.0,0.0,0.03
batch 4,85.0,0.0,0.03
batch 4,90.0,0.0,0.03
batch 4,95.0,0.0,0.03
batch 5,0.0,0.0,0.04
batch 5,5.0,0.0,0.04
batch 5,10.0,0.0,0.04
batch 5,15.0,0.0,0.04
batch 5,20.0,0.0,0.04
batch 5,25.0,0.0,0.04
batch 5,30.0,0.0,0.04
batch 5,35.0,0.0,0.04
batch 5,40.0,0.0,0.04
batch 5,45.0,0.0,0.04
batch 5,50.0,0.0,0.04
batch 5,55.0,0.0,0.04
batch 5,60.0,0.0,0.04
batch 5,65.0,0.0,0.04
batch 5,70.0,0.0,0.04
batch 5,75.0,0.0,0.04
batch 5,80.0,0.0,0.04
batch 5,85.0,0.0,0.04
batch 5,90.0,0.0,0.04
batch 5,95.0,0.0,0.04
batch 6,0.0,0.0,0.05
batch 6,5.0,0.0,0.05
batch 6,10.0,0.0,0.05
batch 6,15.0,0.0,0.05
batch 6,20.0,0.0,0.05
batch 6,25.0,0.0,0.05
batch 6,30.0,0.0,0.05
batch 6,35.0,0.0,0.05
batch 6,40.0,0.0,0.05
batch 6,45.0,0.0,0.05
batch 6,50.0,0.0,0.05
batch 6,55.0,0.0,0.05
batch 6,60.0,0.0,0.05
batch 6,65.0,0.0,0.05
batch 6,70.0,0.0,0.05
batch 6,75.0,0.0,0.05
batch 6,80.0,0.0,0.05
batch 6,85.0,0.0,0.05
batch 6,90.0,0.0,0.05
batch 6,95.0,0.0,0.05
batch 7,0.0,0.0,0.06
batch 7,5.0,0.0,0.06
batch 7,10.0,0.0,0.06
batch 7,15.0,0.0,0.06
batch 7,20.0,0.0,0.06
batch 7,25.0,0.0,0.06
batch 7,30.0,0.0,0.06
batch 7,35.0,0.0,0.06
batch 7,40.0,0.0,0.06
batch 7,45.0,0.0,0.06
batch 7,50.0,0.0,0.06
batch 7,55.0,0.0,0.06
batch 7,60.0,0.0,0.06
batch 7,65.0,0.0,0.06
batch 7,70.0,0.0,0.06
batch 7,75.0,0.0,0.06
batch 7,80.0,0.0,0.06
batch 7,85.0,0.0,0.06
batch 7,90.0,0.0,0.06
batch 7,95.0,0.0,0.06
batch 8,0.0,0.0,0.07
batch 8,5.0,0.0,0.07
batch 8,10.0,0.0,0.07
batch 8,15.0,0.0,0.07
batch 8,20.0,0.0,0.07
batch 8,25.0,0.0,0.07
batch 8,30.0,0.0,0.07
batch 8,35.0,0.0,0.07
batch 8,40.0,0.0,0.07
batch 8,45.0,0.0,0.07
batch 8,50.0,0.0,0.07
batch 8,55.0,0.0,0.07
batch 8,60.0,0.0,0.07
batch 8,65.0,0.0,0.07
batch 8,70.0,0.0,0.07
batch 8,75.0,0.0,0.07
batch 8,80.0,0.0,0.07
batch 8,85.0,0.0,0.07
batch 8,90.0,0.0,0.07
batch 8,95.0,0.0,0.07
batch 9,0.0,0.0,0.08
batch 9,5.0,0.0,0.08
batch 9,10.0,0.0,0.08
batch 9,15.0,0.0,0.08
batch 9,20.0,0.0,0.08
batch 9,25.0,0.0,0.08
batch 9,30.0,0.0,0.08
batch 9,35.0,0.0,0.08
batch 9,40.0,0.0,0.08
batch 9,45.0,0.0,0.08
batch 9,50.0,0.0,0.08
batch 9,55.0,0.0,0.08
batch 9,60.0,0.0,0.08
batch 9,65.0,0.0,0.08
batch 9,70.0,0.0,0.08
batch 9,75.0,0.0,0.08
batch 9,80.0,0.0,0.08
batch 9,85.0,0.0,0.08
batch 9,90.0,0.0,0.08
batch 9,95.0,0.0,0.08
batch 10,0.0,0.0,0.09
batch 10,5.0,0.0,0.09
batch 10,10.0,0.0,0.09
batch 10,15.0,0.0,0.09
batch 10,20.0,0.0,0.09
batch 10,25.0,0.0,0.09
batch 10,30.0,0.0,0.09
batch 10,35.0,0.0,0.09
batch 10,40.0,0.0,0.09
batch 10,45.0,0.0,0.09
batch 10,50.0,0.0,0.09
batch 10,55.0,0.0,0.09
batch 10,60.0,0.0,0.09
batch 10,65.0,0.0,0.09
batch 10,70.0,0.0,0.09
batch 10,75.0,0.0,0.09
batch 10,80.0,0.0,0.09
batch 10,85.0,0.0,0.09
batch 10,90.0,0.0,0.09
batch 10,95.0,0.0,0.09
batch 11,0.0,0.0,0.1
batch 11,5.0,0.0,0.1
batch 11,10.0,0.0,0.1
batch 11,15.0,0.0,0.1
batch 11,20.0,0.0,0.1
batch 11,25.0,0.0,0.1
batch 11,30.0,0.0,0.1
batch 11,35.0,0.0,0.1
batch 11,40.0,0.0,0.1
batch 11,45.0,0.0,0.1
batch 11,50.0,0.0,0.1
batch 11,55.0,0.0,0.1
batch 11,60.0,0.0,0.1
batch 11,65.0,0.0,0.1
batch 11,70.0,0.0,0.1
batch 11,75.0,0.0,0.1
batch 11,80.0,0.0,0.1
batch 11,85.0,0.0,0.1
batch 11,90.0,0.0,0.1
batch 11,95.0,0.0,0.1
batch 12,0.0,0.01,0.0
batch 12,5.0,0.01,0.0
batch 12,10.0,0.01,0.0
batch 12,15.0,0.01,0.0
batch 12,20.0,0.01,0.0
batch 12,25.0,0.01,0.0
batch 12,30.0,0.01,0.0
batch 12,35.0,0.01,0.0
batch 12,40.0,0.01,0.0
batch 12,45.0,0.01,0.0
batch 12,50.0,0.01,0.0
batch 12,55.0,0.01,0.0
batch 12,60.0,0.01,0.0
batch 12,65.0,0.01,0.0
batch 12,70.0,0.01,0.0
batch 12,75.0,0.01,0.0
batch 12,80.0,0.01,0.0
batch 12,85.0,0.01,0.0
batch 12,90.0,0.01,0.0
batch 12,95.0,0.01,0.0
batch 13,0.0,0.01,0.01
batch 13,5.0,0.01,0.01
batch 13,10.0,0.01,0.01
batch 13,15.0,0.01,0.01
batch 13,20.0,0.01,0.01
batch 13,25.0,0.01,0.01
batch 13,30.0,0.01,0.01
batch 13,35.0,0.01,0.01
batch 13,40.0,0.01,0.01
batch 13,45.0,0.01,0.01
batch 13,50.0,0.01,0.01
batch 13,55.0,0.01,0.01
batch 13,60.0,0.01,0.01
batch 13,65.0,0.01,0.01
batch 13,70.0,0.01,0.01
batch 13,75.0,0.01,0.01
batch 13,80.0,0.01,0.01
batch 13,85.0,0.01,0.01
batch 13,90.0,0.01,0.01
batch 13,95.0,0.01,0.01
batch 14,0.0,0.01,0.02
batch 14,5.0,0.01,0.02
batch 14,10.0,0.01,0.02
batch 14,15.0,0.01,0.02
batch 14,20.0,0.01,0.02
batch 14,25.0,0.01,0.02
batch 14,30.0,0.01,0.02
batch 14,35.0,0.01,0.02
batch 14,40.0,0.01,0.02
batch 14,45.0,0.01,0.02
batch 14,50.0,0.01,0.02
batch 14,55.0,0.01,0.02
batch 14,60.0,0.01,0.02
batch 14,65.0,0.01,0.02
batch 14,70.0,0.01,0.02
batch 14,75.0,0.01,0.02
batch 14,80.0,0.01,0.02
batch 14,85.0,0.01,0.02
batch 14,90.0,0.01,0.02
batch 14,95.0,0.01,0.02
batch 15,0.0,0.01,0.03
batch 15,5.0,0.01,0.03
batch 15,10.0,0.01,0.03
batch 15,15.0,0.01,0.03
batch 15,20.0,0.01,0.03
batch 15,25.0,0.01,0.03
batch 15,30.0,0.01,0.03
batch 15,35.0,0.01,0.03
batch 15,40.0,0.01,0.03
batch 15,45.0,0.01,0.03
batch 15,50.0,0.01,0.03
batch 15,55.0,0.01,0.03
batch 15,60.0,0.01,0.03
batch 15,65.0,0.01,0.03
batch 15,70.0,0.01,0.03
batch 15,75.0,0.01,0.03
batch 15,80.0,0.01,0.03
batch 15,85.0,0.01,0.03
batch 15,90.0,0.01,0.03
batch 15,95.0,0.01,0.03
batch 16,0.0,0.01,0.04
batch 16,5.0,0.01,0.04
batch 16,10.0,0.01,0.04
batch 16,15.0,0.01,0.04
batch 16,20.0,0.01,0.04
batch 16,25.0,0.01,0.04
batch 16,30.0,0.01,0.04
batch 16,35.0,0.01,0.04
batch 16,40.0,0.01,0.04
batch 16,45.0,0.01,0.04
batch 16,50.0,0.01,0.04
batch 16,55.0,0.01,0.04
batch 16,60.0,0.01,0.04
batch 16,65.0,0.01,0.04
batch 16,70.0,0.01,0.04
batch 16,75.0,0.01,0.04
batch 16,80.0,0.01,0.04
batch 16,85.0,0.01,0.04
batch 16,90.0,0.01,0.04
batch 16,95.0,0.01,0.04
batch 17,0.0,0.01,0.05
batch 17,5.0,0.01,0.05
batch 17,10.0,0.01,0.05
batch 17,15.0,0.01,0.05
batch 17,20.0,0.01,0.05
batch 17,25.0,0.01,0.05
batch 17,30.0,0.01,0.05
batch 17,35.0,0.01,0.05
batch 17,40.0,0.01,0.05
batch 17,45.0,0.01,0.05
batch 17,50.0,0.01,0.05
batch 17,55.0,0.01,0.05
batch 17,60.0,0.01,0.05
batch 17,65.0,0.01,0.05
batch 17,70.0,0.01,0.05
batch 17,75.0,0.01,0.05
batch 17,80.0,0.01,0.05
batch 17,85.0,0.01,0.05
batch 17,90.0,0.01,0.05
batch 17,95.0,0.01,0.05
batch 18,0.0,0.01,0.06
batch 18,5.0,0.01,0.06
batch 18,10.0,0.01,0.06
batch 18,15.0,0.01,0.06
batch 18,20.0,0.01,0.06
batch 18,25.0,0.01,0.06
batch 18,30.0,0.01,0.06
batch 18,35.0,0.01,0.06
batch 18,40.0,0.01,0.06
batch 18,45.0,0.01,0.06
batch 18,50.0,0.01,0.06
batch 18,55.0,0.01,0.06
batch 18,60.0,0.01,0.06
batch 18,65.0,0.01,0.06
batch 18,70.0,0.01,0.06
batch 18,75.0,0.01,0.06
batch 18,80.0,0.01,0.06
batch 18,85.0,0.01,0.06
batch 18,90.0,0.01,0.06
batch 18,95.0,0.01,0.06
batch 19,0.0,0.01,0.07
batch 19,5.0,0.01,0.07
batch 19,10.0,0.01,0.07
batch 19,15.0,0.01,0.07
batch 19,20.0,0.01,0.07
batch 19,25.0,0.01,0.07
batch 19,30.0,0.01,0.07
batch 19,35.0,0.01,0.07
batch 19,40.0,0.01,0.07
batch 19,45.0,0.01,0.07
batch 19,50.0,0.01,0.07
batch 19,55.0,0.01,0.07
batch 19,60.0,0.01,0.07
batch 19,65.0,0.01,0.07
batch 19,70.0,0.01,0.07
batch 19,75.0,0.01,0.07
batch 19,80.0,0.01,0.07
batch 19,85.0,0.01,0.07
batch 19,90.0,0.01,0.07
batch 19,95.0,0.01,0.07
batch 20,0.0,0.01,0.08
batch 20,5.0,0.01,0.08
batch 20,10.0,0.01,0.08
batch 20,15.0,0.01,0.08
batch 20,20.0,0.01,0.08
batch 20,25.0,0.01,0.08
batch 20,30.0,0.01,0.08
batch 20,35.0,0.01,0.08
batch 20,40.0,0.01,0.08
batch 20,45.0,0.01,0.08
batch 20,50.0,0.01,0.08
batch 20,55.0,0.01,0.08
batch 20,60.0,0.01,0.08
batch 20,65.0,0.01,0.08
batch 20,70.0,0.01,0.08
batch 20,75.0,0.01,0.08
batch 20,80.0,0.01,0.08
batch 20,85.0,0.01,0.08
batch 20,90.0,0.01,0.08
batch 20,95.0,0.01,0.08
batch 21,0.0,0.01,0.09
batch 21,5.0,0.01,0.09
batch 21,10.0,0.01,0.09
batch 21,15.0,0.01,0.09
batch 21,20.0,0.01,0.09
batch 21,25.0,0.01,0.09
batch 21,30.0,0.01,0.09
batch 21,35.0,0.01,0.09
batch 21,40.0,0.01,0.09
batch 21,45.0,0.01,0.09
batch 21,50.0,0.01,0.09
batch 21,55.0,0.01,0.09
batch 21,60.0,0.01,0.09
batch 21,65.0,0.01,0.09
batch 21,70.0,0.01,0.09
batch 21,75.0,0.01,0.09
batch 21,80.0,0.01,0.09
batch 21,85.0,0.01,0.09
batch 21,90.0,0.01,0.09
batch 21,95.0,0.01,0.09
batch 22,0.0,0.01,0.1
batch 22,5.0,0.01,0.1
batch 22,10.0,0.01,0.1
batch 22,15.0,0.01,0.1
batch 22,20.0,0.01,0.1
batch 22,25.0,0.01,0.1
batch 22,30.0,0.01,0.1
batch 22,35.0,0.01,0.1
batch 22,40.0,0.01,0.1
batch 22,45.0,0.01,0.1
batch 22,50.0,0.01,0.1
batch 22,55.0,0.01,0.1
batch 22,60.0,0.01,0.1
batch 22,65.0,0.01,0.1
batch 22,70.0,0.01,0.1
batch 22,75.0,0.01,0.1
batch 22,80.0,0.01,0.1
batch 22,85.0,0.01,0.1
batch 22,90.0,0.01,0.1
batch 22,95.0,0.01,0.1
batch 23,0.0,0.02,0.0
batch 23,5.0,0.02,0.0
batch 23,10.0,0.02,0.0
batch 23,15.0,0.02,0.0
batch 23,20.0,0.02,0.0
batch 23,25.0,0.02,0.0
batch 23,30.0,0.02,0.0
batch 23,35.0,0.02,0.0
batch 23,40.0,0.02,0.0
batch 23,45.0,0.02,0.0
batch 23,50.0,0.02,0.0
batch 23,55.0,0.02,0.0
batch 23,60.0,0.02,0.0
batch 23,65.0,0.02,0.0
batch 23,70.0,0.02,0.0
batch 23,75.0,0.02,0.0
batch 23,80.0,0.02,0.0
batch 23,85.0,0.02,0.0
batch 23,90.0,0.02,0.0
batch 23,95.0,0.02,0.0
batch 24,0.0,0.02,0.01
batch 24,5.0,0.02,0.01
batch 24,10.0,0.02,0.01
batch 24,15.0,0.02,0.01
batch 24,20.0,0.02,0.01
batch 24,25.0,0.02,0.01
batch 24,30.0,0.02,0.01
batch 24,35.0,0.02,0.01
batch 24,40.0,0.02,0.01
batch 24,45.0,0.02,0.01
batch 24,50.0,0.02,0.01
batch 24,55.0,0.02,0.01
batch 24,60.0,0.02,0.01
batch 24,65.0,0.02,0.01
batch 24,70.0,0.02,0.01
batch 24,75.0,0.02,0.01
batch 24,80.0,0.02,0.01
batch 24,85.0,0.02,0.01
batch 24,90.0,0.02,0.01
batch 24,95.0,0.02,0.01
batch 25,0.0,0.02,0.02
batch 25,5.0,0.02,0.02
batch 25,10.0,0.02,0.02
batch 25,15.0,0.02,0.02
batch 25,20.0,0.02,0.02
batch 25,25.0,0.02,0.02
batch 25,30.0,0.02,0.02
batch 25,35.0,0.02,0.02
batch 25,40.0,0.02,0.02
batch 25,45.0,0.02,0.02
batch 25,50.0,0.02,0.02
batch 25,55.0,0.02,0.02
batch 25,60.0,0.02,0.02
batch 25,65.0,0.02,0.02
batch 25,70.0,0.02,0.02
batch 25,75.0,0.02,0.02
batch 25,80.0,0.02,0.02
batch 25,85.0,0.02,0.02
batch 25,90.0,0.02,0.02
batch 25,95.0,0.02,0.02
batch 26,0.0,0.02,0.03
batch 26,5.0,0.02,0.03
batch 26,10.0,0.02,0.03
batch 26,15.0,0.02,0.03
batch 26,20.0,0.02,0.03
batch 26,25.0,0.02,0.03
batch 26,30.0,0.02,0.03
batch 26,35.0,0.02,0.03
batch 26,40.0,0.02,0.03
batch 26,45.0,0.02,0.03
batch 26,50.0,0.02,0.03
batch 26,55.0,0.02,0.03
batch 26,60.0,0.02,0.03
batch 26,65.0,0.02,0.03
batch 26,70.0,0.02,0.03
batch 26,75.0,0.02,0.03
batch 26,80.0,0.02,0.03
batch 26,85.0,0.02,0.03
batch 26,90.0,0.02,0.03
batch 26,95.0,0.02,0.03
batch 27,0.0,0.02,0.04
batch 27,5.0,0.02,0.04
batch 27,10.0,0.02,0.04
batch 27,15.0,0.02,0.04
batch 27,20.0,0.02,0.04
batch 27,25.0,0.02,0.04
batch 27,30.0,0.02,0.04
batch 27,35.0,0.02,0.04
batch 27,40.0,0.02,0.04
batch 27,45.0,0.02,0.04
batch 27,50.0,0.02,0.04
batch 27,55.0,0.02,0.04
batch 27,60.0,0.02,0.04
batch 27,65.0,0.02,0.04
batch 27,70.0,0.02,0.04
batch 27,75.0,0.02,0.04
batch 27,80.0,0.02,0.04
batch 27,85.0,0.02,0.04
batch 27,90.0,0.02,0.04
batch 27,95.0,0.02,0.04
batch 28,0.0,0.02,0.05
batch 28,5.0,0.02,0.05
batch 28,10.0,0.02,0.05
batch 28,15.0,0.02,0.05
batch 28,20.0,0.02,0.05
batch 28,25.0,0.02,0.05
batch 28,30.0,0.02,0.05
batch 28,35.0,0.02,0.05
batch 28,40.0,0.02,0.05
batch 28,45.0,0.02,0.05
batch 28,50.0,0.02,0.05
batch 28,55.0,0.02,0.05
batch 28,60.0,0.02,0.05
batch 28,65.0,0.02,0.05
batch 28,70.0,0.02,0.05
batch 28,75.0,0.02,0.05
batch 28,80.0,0.02,0.05
batch 28,85.0,0.02,0.05
batch 28,90.0,0.02,0.05
batch 28,95.0,0.02,0.05
batch 29,0.0,0.02,0.06
batch 29,5.0,0.02,0.06
batch 29,10.0,0.02,0.06
batch 29,15.0,0.02,0.06
batch 29,20.0,0.02,0.06
batch 29,25.0,0.02,0.06
batch 29,30.0,0.02,0.06
batch 29,35.0,0.02,0.06
batch 29,40.0,0.02,0.06
batch 29,45.0,0.02,0.06
batch 29,50.0,0.02,0.06
batch 29,55.0,0.02,0.06
batch 29,60.0,0.02,0.06
batch 29,65.0,0.02,0.06
batch 29,70.0,0.02,0.06
batch 29,75.0,0.02,0.06
batch 29,80.0,0.02,0.06
batch 29,85.0,0.02,0.06
batch 29,90.0,0.02,0.06
batch 29,95.0,0.02,0.06
batch 30,0.0,0.02,0.07
batch 30,5.0,0.02,0.07
batch 30,10.0,0.02,0.07
batch 30,15.0,0.02,0.07
batch 30,20.0,0.02,0.07
batch 30,25.0,0.02,0.07
batch 30,30.0,0.02,0.07
batch 30,35.0,0.02,0.07
batch 30,40.0,0.02,0.07
batch 30,45.0,0.02,0.07
batch 30,50.0,0.02,0.07
batch 30,55.0,0.02,0.07
batch 30,60.0,0.02,0.07
batch 30,65.0,0.02,0.07
batch 30,70.0,0.02,0.07
batch 30,75.0,0.02,0.07
batch 30,80.0,0.02,0.07
batch 30,85.0,0.02,0.07
batch 30,90.0,0.02,0.07
batch 30,95.0,0.02,0.07
batch 31,0.0,0.02,0.08
batch 31,5.0,0.02,0.08
batch 31,10.0,0.02,0.08
batch 31,15.0,0.02,0.08
batch 31,20.0,0.02,0.08
batch 31,25.0,0.02,0.08
batch 31,30.0,0.02,0.08
batch 31,35.0,0.02,0.08
batch 31,40.0,0.02,0.08
batch 31,45.0,0.02,0.08
batch 31,50.0,0.02,0.08
batch 31,55.0,0.02,0.08
batch 31,60.0,0.02,0.08
batch 31,65.0,0.02,0.08
batch 31,70.0,0.02,0.08
batch 31,75.0,0.02,0.08
batch 31,80.0,0.02,0.08
batch 31,85.0,0.02,0.08
batch 31,90.0,0.02,0.08
batch 31,95.0,0.02,0.08
batch 32,0.0,0.02,0.09
batch 32,5.0,0.02,0.09
batch 32,10.0,0.02,0.09
batch 32,15.0,0.02,0.09
batch 32,20.0,0.02,0.09
batch 32,25.0,0.02,0.09
batch 32,30.0,0.02,0.09
batch 32,35.0,0.02,0.09
batch 32,40.0,0.02,0.09
batch 32,45.0,0.02,0.09
batch 32,50.0,0.02,0.09
batch 32,55.0,0.02,0.09
batch 32,60.0,0.02,0.09
batch 32,65.0,0.02,0.09
batch 32,70.0,0.02,0.09
batch 32,75.0,0.02,0.09
batch 32,80.0,0.02,0.09
batch 32,85.0,0.02,0.09
batch 32,90.0,0.02,0.09
batch 32,95.0,0.02,0.09
batch 33,0.0,0.02,0.1
batch 33,5.0,0.02,0.1
batch 33,10.0,0.02,0.1
batch 33,15.0,0.02,0.1
batch 33,20.0,0.02,0.1
batch 33,25.0,0.02,0.1
batch 33,30.0,0.02,0.1
batch 33,35.0,0.02,0.1
batch 33,40.0,0.02,0.1
batch 33,45.0,0.02,0.1
batch 33,50.0,0.02,0.1
batch 33,55.0,0.02,0.1
batch 33,60.0,0.02,0.1
batch 33,65.0,0.02,0.1
batch 33,70.0,0.02,0.1
batch 33,75.0,0.02,0.1
batch 33,80.0,0.02,0.1
batch 33,85.0,0.02,0.1
batch 33,90.0,0.02,0.1
batch 33,95.0,0.02,0.1
batch 34,0.0,0.03,0.0
batch 34,5.0,0.03,0.0
batch 34,10.0,0.03,0.0
batch 34,15.0,0.03,0.0
batch 34,20.0,0.03,0.0
batch 34,25.0,0.03,0.0
batch 34,30.0,0.03,0.0
batch 34,35.0,0.03,0.0
batch 34,40.0,0.03,0.0
batch 34,45.0,0.03,0.0
batch 34,50.0,0.03,0.0
batch 34,55.0,0.03,0.0
batch 34,60.0,0.03,0.0
batch 34,65.0,0.03,0.0
batch 34,70.0,0.03,0.0
batch 34,75.0,0.03,0.0
batch 34,80.0,0.03,0.0
batch 34,85.0,0.03,0.0
batch 34,90.0,0.03,0.0
batch 34,95.0,0.03,0.0
batch 35,0.0,0.03,0.01
batch 35,5.0,0.03,0.01
batch 35,10.0,0.03,0.01
batch 35,15.0,0.03,0.01
batch 35,20.0,0.03,0.01
batch 35,25.0,0.03,0.01
batch 35,30.0,0.03,0.01
batch 35,35.0,0.03,0.01
batch 35,40.0,0.03,0.01
batch 35,45.0,0.03,0.01
batch 35,50.0,0.03,0.01
batch 35,55.0,0.03,0.01
batch 35,60.0,0.03,0.01
batch 35,65.0,0.03,0.01
batch 35,70.0,0.03,0.01
batch 35,75.0,0.03,0.01
batch 35,80.0,0.03,0.01
batch 35,85.0,0.03,0.01
batch 35,90.0,0.03,0.01
batch 35,95.0,0.03,0.01
batch 36,0.0,0.03,0.02
batch 36,5.0,0.03,0.02
batch 36,10.0,0.03,0.02
batch 36,15.0,0.03,0.02
batch 36,20.0,0.03,0.02
batch 36,25.0,0.03,0.02
batch 36,30.0,0.03,0.02
batch 36,35.0,0.03,0.02
batch 36,40.0,0.03,0.02
batch 36,45.0,0.03,0.02
batch 36,50.0,0.03,0.02
batch 36,55.0,0.03,0.02
batch 36,60.0,0.03,0.02
batch 36,65.0,0.03,0.02
batch 36,70.0,0.03,0.02
batch 36,75.0,0.03,0.02
batch 36,80.0,0.03,0.02
batch 36,85.0,0.03,0.02
batch 36,90.0,0.03,0.02
batch 36,95.0,0.03,0.02
batch 37,0.0,0.03,0.03
batch 37,5.0,0.03,0.03
batch 37,10.0,0.03,0.03
batch 37,15.0,0.03,0.03
batch 37,20.0,0.03,0.03
batch 37,25.0,0.03,0.03
batch 37,30.0,0.03,0.03
batch 37,35.0,0.03,0.03
batch 37,40.0,0.03,0.03
batch 37,45.0,0.03,0.03
batch 37,50.0,0.03,0.03
batch 37,55.0,0.03,0.03
batch 37,60.0,0.03,0.03
batch 37,65.0,0.03,0.03
batch 37,70.0,0.03,0.03
batch 37,75.0,0.03,0.03
batch 37,80.0,0.03,0.03
batch 37,85.0,0.03,0.03
batch 37,90.0,0.03,0.03
batch 37,95.0,0.03,0.03
batch 38,0.0,0.03,0.04
batch 38,5.0,0.03,0.04
batch 38,10.0,0.03,0.04
batch 38,15.0,0.03,0.04
batch 38,20.0,0.03,0.04
batch 38,25.0,0.03,0.04
batch 38,30.0,0.03,0.04
batch 38,35.0,0.03,0.04
batch 38,40.0,0.03,0.04
batch 38,45.0,0.03,0.04
batch 38,50.0,0.03,0.04
batch 38,55.0,0.03,0.04
batch 38,60.0,0.03,0.04
batch 38,65.0,0.03,0.04
batch 38,70.0,0.03,0.04
batch 38,75.0,0.03,0.04
batch 38,80.0,0.03,0.04
batch 38,85.0,0.03,0.04
batch 38,90.0,0.03,0.04
batch 38,95.0,0.03,0.04
batch 39,0.0,0.03,0.05
batch 39,5.0,0.03,0.05
batch 39,10.0,0.03,0.05
batch 39,15.0,0.03,0.05
batch 39,20.0,0.03,0.05
batch 39,25.0,0.03,0.05
batch 39,30.0,0.03,0.05
batch 39,35.0,0.03,0.05
batch 39,40.0,0.03,0.05
batch 39,45.0,0.03,0.05
batch 39,50.0,0.03,0.05
batch 39,55.0,0.03,0.05
batch 39,60.0,0.03,0.05
batch 39,65.0,0.03,0.05
batch 39,70.0,0.03,0.05
batch 39,75.0,0.03,0.05
batch 39,80.0,0.03,0.05
batch 39,85.0,0.03,0.05
batch 39,90.0,0.03,0.05
batch 39,95.0,0.03,0.05
batch 40,0.0,0.03,0.06
batch 40,5.0,0.03,0.06
batch 40,10.0,0.03,0.06
batch 40,15.0,0.03,0.06
batch 40,20.0,0.03,0.06
batch 40,25.0,0.03,0.06
batch 40,30.0,0.03,0.06
batch 40,35.0,0.03,0.06
batch 40,40.0,0.03,0.06
batch 40,45.0,0.03,0.06
batch 40,50.0,0.03,0.06
batch 40,55.0,0.03,0.06
batch 40,60.0,0.03,0.06
batch 40,65.0,0.03,0.06
batch 40,70.0,0.03,0.06
batch 40,75.0,0.03,0.06
batch 40,80.0,0.03,0.06
batch 40,85.0,0.03,0.06
batch 40,90.0,0.03,0.06
batch 40,95.0,0.03,0.06
batch 41,0.0,0.03,0.07
batch 41,5.0,0.03,0.07
batch 41,10.0,0.03,0.07
batch 41,15.0,0.03,0.07
batch 41,20.0,0.03,0.07
batch 41,25.0,0.03,0.07
batch 41,30.0,0.03,0.07
batch 41,35.0,0.03,0.07
batch 41,40.0,0.03,0.07
batch 41,45.0,0.03,0.07
batch 41,50.0,0.03,0.07
batch 41,55.0,0.03,0.07
batch 41,60.0,0.03,0.07
batch 41,65.0,0.03,0.07
batch 41,70.0,0.03,0.07
batch 41,75.0,0.03,0.07
batch 41,80.0,0.03,0.07
batch 41,85.0,0.03,0.07
batch 41,90.0,0.03,0.07
batch 41,95.0,0.03,0.07
batch 42,0.0,0.03,0.08
batch 42,5.0,0.03,0.08
