batch,time,TNF,ETH
batch 110,0.0,0.09,0.1
batch 110,5.0,0.09,0.1
batch 110,10.0,0.09,0.1
batch 110,15.0,0.09,0.1
batch 110,20.0,0.09,0.1
batch 110,25.0,0.09,0.1
batch 110,30.0,0.09,0.1
batch 110,35.0,0.09,0.1
batch 110,40.0,0.09,0.1
batch 110,45.0,0.09,0.1
batch 110,50.0,0.09,0.1
batch 110,55.0,0.09,0.1
batch 110,60.0,0.09,0.1
batch 110,65.0,0.09,0.1
batch 110,70.0,0.09,0.1
batch 110,75.0,0.09,0.1
batch 110,80.0,0.09,0.1
batch 110,85.0,0.09,0.1
batch 110,90.0,0.09,0.1
batch 110,95.0,0.09,0.1
batch 111,0.0,0.1,0.0
batch 111,5.0,0.1,0.0
batch 111,10.0,0.1,0.0
batch 111,15.0,0.1,0.0
batch 111,20.0,0.1,0.0
batch 111,25.0,0.1,0.0
batch 111,30.0,0.1,0.0
batch 111,35.0,0.1,0.0
batch 111,40.0,0.1,0.0
batch 111,45.0,0.1,0.0
batch 111,50.0,0.1,0.0
batch 111,55.0,0.1,0.0
batch 111,60.0,0.1,0.0
batch 111,65.0,0.1,0.0
batch 111,70.0,0.1,0.0
batch 111,75.0,0.1,0.0
batch 111,80.0,0.1,0.0
batch 111,85.0,0.1,0.0
batch 111,90.0,0.1,0.0
batch 111,95.0,0.1,0.0
batch 112,0.0,0.1,0.01
batch 112,5.0,0.1,0.01
batch 112,10.0,0.1,0.01
batch 112,15.0,0.1,0.01
batch 112,20.0,0.1,0.01
batch 112,25.0,0.1,0.01
batch 112,30.0,0.1,0.01
batch 112,35.0,0.1,0.01
batch 112,40.0,0.1,0.01
batch 112,45.0,0.1,0.01
batch 112,50.0,0.1,0.01
batch 112,55.0,0.1,0.01
batch 112,60.0,0.1,0.01
batch 112,65.0,0.1,0.01
batch 112,70.0,0.1,0.01
batch 112,75.0,0.1,0.01
batch 112,80.0,0.1,0.01
batch 112,85.0,0.1,0.01
batch 112,90.0,0.1,0.01
batch 112,95.0,0.1,0.01
batch 113,0.0,0.1,0.02
batch 113,5.0,0.1,0.02
batch 113,10.0,0.1,0.02
batch 113,15.0,0.1,0.02
batch 113,20.0,0.1,0.02
batch 113,25.0,0.1,0.02
batch 113,30.0,0.1,0.02
batch 113,35.0,0.1,0.02
batch 113,40.0,0.1,0.02
batch 113,45.0,0.1,0.02
batch 113,50.0,0.1,0.02
batch 113,55.0,0.1,0.02
batch 113,60.0,0.1,0.02
batch 113,65.0,0.1,0.02
batch 113,70.0,0.1,0.02
batch 113,75.0,0.1,0.02
batch 113,80.0,0.1,0.02
batch 113,85.0,0.1,0.02
batch 113,90.0,0.1,0.02
batch 113,95.0,0.1,0.02
batch 114,0.0,0.1,0.03
batch 114,5.0,0.1,0.03
batch 114,10.0,0.1,0.03
batch 114,15.0,0.1,0.03
batch 114,20.0,0.1,0.03
batch 114,25.0,0.1,0.03
batch 114,30.0,0.1,0.03
batch 114,35.0,0.1,0.03
batch 114,40.0,0.1,0.03
batch 114,45.0,0.1,0.03
batch 114,50.0,0.1,0.03
batch 114,55.0,0.1,0.03
batch 114,60.0,0.1,0.03
batch 114,65.0,0.1,0.03
batch 114,70.0,0.1,0.03
batch 114,75.0,0.1,0.03
batch 114,80.0,0.1,0.03
batch 114,85.0,0.1,0.03
batch 114,90.0,0.1,0.03
batch 114,95.0,0.1,0.03
batch 115,0.0,0.1,0.04
batch 115,5.0,0.1,0.04
batch 115,10.0,0.1,0.04
batch 115,15.0,0.1,0.04
batch 115,20.0,0.1,0.04
batch 115,25.0,0.1,0.04
batch 115,30.0,0.1,0.04
batch 115,35.0,0.1,0.04
batch 115,40.0,0.1,0.04
batch 115,45.0,0.1,0.04
batch 115,50.0,0.1,0.04
batch 115,55.0,0.1,0.04
batch 115,60.0,0.1,0.04
batch 115,65.0,0.1,0.04
batch 115,70.0,0.1,0.04
batch 115,75.0,0.1,0.04
batch 115,80.0,0.1,0.04
batch 115,85.0,0.1,0.04
batch 115,90.0,0.1,0.04
batch 115,95.0,0.1,0.04
batch 116,0.0,0.1,0.05
batch 116,5.0,0.1,0.05
batch 116,10.0,0.1,0.05
batch 116,15.0,0.1,0.05
batch 116,20.0,0.1,0.05
batch 116,25.0,0.1,0.05
batch 116,30.0,0.1,0.05
batch 116,35.0,0.1,0.05
batch 116,40.0,0.1,0.05
batch 116,45.0,0.1,0.05
batch 116,50.0,0.1,0.05
batch 116,55.0,0.1,0.05
batch 116,60.0,0.1,0.05
batch 116,65.0,0.1,0.05
batch 116,70.0,0.1,0.05
batch 116,75.0,0.1,0.05
batch 116,80.0,0.1,0.05
batch 116,85.0,0.1,0.05
batch 116,90.0,0.1,0.05
batch 116,95.0,0.1,0.05
batch 117,0.0,0.1,0.06
batch 117,5.0,0.1,0.06
batch 117,10.0,0.1,0.06
batch 117,15.0,0.1,0.06
batch 117,20.0,0.1,0.06
batch 117,25.0,0.1,0.06
batch 117,30.0,0.1,0.06
batch 117,35.0,0.1,0.06
batch 117,40.0,0.1,0.06
batch 117,45.0,0.1,0.06
batch 117,50.0,0.1,0.06
batch 117,55.0,0.1,0.06
batch 117,60.0,0.1,0.06
batch 117,65.0,0.1,0.06
batch 117,70.0,0.1,0.06
batch 117,75.0,0.1,0.06
batch 117,80.0,0.1,0.06
batch 117,85.0,0.1,0.06
batch 117,90.0,0.1,0.06
batch 117,95.0,0.1,0.06
batch 118,0.0,0.1,0.07
batch 118,5.0,0.1,0.07
batch 118,10.0,0.1,0.07
batch 118,15.0,0.1,0.07
batch 118,20.0,0.1,0.07
batch 118,25.0,0.1,0.07
batch 118,30.0,0.1,0.07
batch 118,35.0,0.1,0.07
batch 118,40.0,0.1,0.07
batch 118,45.0,0.1,0.07
batch 118,50.0,0.1,0.07
batch 118,55.0,0.1,0.07
batch 118,60.0,0.1,0.07
batch 118,65.0,0.1,0.07
batch 118,70.0,0.1,0.07
batch 118,75.0,0.1,0.07
batch 118,80.0,0.1,0.07
batch 118,85.0,0.1,0.07
batch 118,90.0,0.1,0.07
batch 118,95.0,0.1,0.07
batch 119,0.0,0.1,0.08
batch 119,5.0,0.1,0.08
batch 119,10.0,0.1,0.08
batch 119,15.0,0.1,0.08
batch 119,20.0,0.1,0.08
batch 119,25.0,0.1,0.08
batch 119,30.0,0.1,0.08
batch 119,35.0,0.1,0.08
batch 119,40.0,0.1,0.08
batch 119,45.0,0.1,0.08
batch 119,50.0,0.1,0.08
batch 119,55.0,0.1,0.08
batch 119,60.0,0.1,0.08
batch 119,65.0,0.1,0.08
batch 119,70.0,0.1,0.08
batch 119,75.0,0.1,0.08
batch 119,80.0,0.1,0.08
batch 119,85.0,0.1,0.08
batch 119,90.0,0.1,0.08
batch 119,95.0,0.1,0.08
batch 120,0.0,0.1,0.09
batch 120,5.0,0.1,0.09
batch 120,10.0,0.1,0.09
batch 120,15.0,0.1,0.09
batch 120,20.0,0.1,0.09
batch 120,25.0,0.1,0.09
batch 120,30.0,0.1,0.09
batch 120,35.0,0.1,0.09
batch 120,40.0,0.1,0.09
batch 120,45.0,0.1,0.09
batch 120,50.0,0.1,0.09
batch 120,55.0,0.1,0.09
batch 120,60.0,0.1,0.09
batch 120,65.0,0.1,0.09
batch 120,70.0,0.1,0.09
batch 120,75.0,0.1,0.09
batch 120,80.0,0.1,0.09
batch 120,85.0,0.1,0.09
batch 120,90.0,0.1,0.09
batch 120,95.0,0.1,0.09
batch 121,0.0,0.1,0.1
batch 121,5.0,0.1,0.1
batch 121,10.0,0.1,0.1
batch 121,15.0,0.1,0.1
batch 121,20.0,0.1,0.1
batch 121,25.0,0.1,0.1
batch 121,30.0,0.1,0.1
batch 121,35.0,0.1,0.1
batch 121,40.0,0.1,0.1
batch 121,45.0,0.1,0.1
batch 121,50.0,0.1,0.1
batch 121,55.0,0.1,0.1
batch 121,60.0,0.1,0.1
batch 121,65.0,0.1,0.1
batch 121,70.0,0.1,0.1
batch 121,75.0,0.1,0.1
batch 121,80.0,0.1,0.1
batch 121,85.0,0.1,0.1
batch 121,90.0,0.1,0.1
batch 121,95.0,0.1,0.1
