batch,time,Rc,C,I,mI,m1,P1
batch 72,90.0,6.691306,227.630978,485.770477,8.352263,0.176711,28.633658
batch 72,95.0,7.533388,244.050222,429.542644,6.950841,0.142878,28.734765
batch 73,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 73,5.0,24.444592,100.602878,125.107506,8.335692,0.646401,1.60114
batch 73,10.0,5.019318,176.108568,641.903998,9.949719,0.920501,6.546867
batch 73,15.0,2.819495,221.204858,1159.005883,9.244478,0.779955,11.449861
batch 73,20.0,2.594156,248.522895,1264.046417,7.391859,0.59519,15.162717
batch 73,25.0,4.365388,262.124476,746.958782,5.194,0.444241,17.765057
batch 73,30.0,98.025243,141.362197,22.378618,4.589013,0.331795,19.511705
batch 73,35.0,19.309335,160.834105,165.807989,8.643,0.420511,21.033142
batch 73,40.0,5.694841,209.33084,570.610611,9.207124,0.435612,23.035604
batch 73,45.0,4.151548,238.787046,786.838418,7.968702,0.351594,24.693173
batch 73,50.0,6.297538,253.014104,514.774965,6.089278,0.266912,25.782648
batch 73,55.0,69.752442,168.841274,36.965262,5.513143,0.202407,26.392817
batch 73,60.0,19.381165,178.348113,165.647941,8.461644,0.246091,26.875641
batch 73,65.0,6.803167,217.414481,477.469892,8.765464,0.25561,27.613905
batch 73,70.0,5.732848,240.924713,567.713727,7.510879,0.209148,28.179383
batch 73,75.0,13.366601,243.454529,235.218147,5.96104,0.160727,28.434876
batch 73,80.0,50.213586,164.248662,61.032173,6.960354,0.138933,28.446167
batch 73,85.0,12.400539,201.51079,260.118241,8.61419,0.181301,28.562921
batch 73,90.0,6.998954,229.587529,464.026262,8.137792,0.170342,28.78075
batch 73,95.0,9.107867,242.66208,353.303861,6.770503,0.137045,28.840073
batch 74,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 74,5.0,25.200563,99.090647,120.999705,8.260112,0.649755,1.605849
batch 74,10.0,5.209227,174.950011,618.072053,9.869887,0.932066,6.599085
batch 74,15.0,2.926704,220.32745,1116.160534,9.190414,0.791876,11.572687
batch 74,20.0,2.704459,247.804245,1212.102961,7.378571,0.604777,15.345752
batch 74,25.0,4.65903,261.222927,699.108193,5.220645,0.45153,17.99231
batch 74,30.0,99.28533,135.341948,23.091866,4.782987,0.337984,19.770195
batch 74,35.0,18.700711,162.819758,171.141172,8.63542,0.425931,21.332668
batch 74,40.0,5.840024,210.03159,556.31632,9.105747,0.434337,23.33332
batch 74,45.0,4.397334,238.775684,742.410716,7.864366,0.349768,24.971739
batch 74,50.0,7.15583,251.650605,451.525077,6.043254,0.265582,26.043544
batch 74,55.0,70.89863,160.435795,38.085368,5.799675,0.203347,26.64142
batch 74,60.0,17.737673,182.283496,181.00607,8.491661,0.24892,27.144991
batch 74,65.0,6.93873,219.117071,468.009598,8.622839,0.250834,27.864126
batch 74,70.0,6.315664,240.944632,514.44606,7.353812,0.204107,28.391492
batch 74,75.0,17.8229,236.86783,172.609183,5.954248,0.157154,28.614847
batch 74,80.0,41.952373,169.384349,74.343819,7.272035,0.143744,28.617608
batch 74,85.0,11.661005,205.353331,276.693534,8.544318,0.179766,28.74736
batch 74,90.0,7.454445,230.94216,435.115064,7.933777,0.164573,28.933859
batch 74,95.0,11.314677,239.94036,282.044405,6.63911,0.132116,28.95593
batch 75,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 75,5.0,25.963447,97.583138,117.084635,8.185864,0.653039,1.610443
batch 75,10.0,5.40735,173.774432,594.995605,9.791342,0.94367,6.650937
batch 75,15.0,3.039153,219.4308,1074.470633,9.137195,0.803951,11.695807
batch 75,20.0,2.821124,247.063102,1161.582474,7.365884,0.614518,15.530011
batch 75,25.0,4.981149,260.264717,653.091292,5.248623,0.458947,18.22159
batch 75,30.0,99.089207,131.028392,24.085696,4.974509,0.344475,20.031504
batch 75,35.0,18.199568,164.674236,175.797035,8.621102,0.430937,21.634223
batch 75,40.0,6.003253,210.652126,541.055932,9.005709,0.433133,23.632222
batch 75,45.0,4.671783,238.668268,698.311335,7.765506,0.34811,25.252261
batch 75,50.0,8.209059,249.940189,391.911773,6.008438,0.264424,26.307344
batch 75,55.0,68.555822,156.390623,40.998191,6.082704,0.20519,26.894798
batch 75,60.0,16.511411,185.760705,194.468239,8.496529,0.250821,27.417813
batch 75,65.0,7.136952,220.539202,454.806989,8.481272,0.246311,28.11616
batch 75,70.0,7.030428,240.585512,461.13286,7.213736,0.199579,28.607901
batch 75,75.0,23.791858,227.775969,125.793389,5.998479,0.154214,28.8022
batch 75,80.0,35.260802,174.857515,89.254115,7.506692,0.148758,28.802715
batch 75,85.0,11.24308,208.532569,286.978552,8.449867,0.177698,28.939529
batch 75,90.0,8.072661,231.675933,401.074929,7.746109,0.159503,29.095765
batch 75,95.0,14.322705,235.60638,220.226537,6.562239,0.128142,29.085341
batch 76,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 76,5.0,26.73221,96.081534,113.35322,8.112913,0.656251,1.614924
batch 76,10.0,5.614054,172.581409,572.657635,9.71405,0.955311,6.702413
batch 76,15.0,3.157161,218.514084,1033.914476,9.084797,0.816183,11.819218
batch 76,20.0,2.944626,246.298164,1112.462629,7.353792,0.62442,15.71552
batch 76,25.0,5.335221,259.244043,608.904795,5.277979,0.4665,18.452956
batch 76,30.0,97.73846,128.182566,25.311141,5.160581,0.351288,20.295756
batch 76,35.0,17.792665,166.403835,179.76345,8.600758,0.435585,21.937886
batch 76,40.0,6.185681,211.189159,524.939472,8.907263,0.432032,23.932664
batch 76,45.0,4.978681,238.45656,654.741163,7.672342,0.346642,25.535246
batch 76,50.0,9.509095,247.804544,336.463483,5.98566,0.263462,26.574671
batch 76,55.0,64.189382,155.50231,45.195509,6.346777,0.207925,27.153944
batch 76,60.0,15.605782,188.82514,205.767721,8.480684,0.252002,27.694575
batch 76,65.0,7.399868,221.675605,438.371904,8.342845,0.24212,28.371356
batch 76,70.0,7.905289,239.799737,408.956393,7.092307,0.195592,28.830187
batch 76,75.0,30.496957,216.917803,95.849421,6.094968,0.152025,28.99875
batch 76,80.0,30.233416,179.904092,104.582872,7.672306,0.153411,29.00224
batch 76,85.0,11.075629,211.088472,291.226657,8.340217,0.17544,29.141142
batch 76,90.0,8.871441,231.766625,364.095671,7.579582,0.1552,29.269218
batch 76,95.0,18.12415,229.595838,171.564391,6.542522,0.12519,29.231255
batch 77,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 77,5.0,27.505804,94.587014,109.796703,8.041225,0.659394,1.619297
batch 77,10.0,5.829717,171.370527,551.041632,9.637977,0.966986,6.753506
batch 77,15.0,3.28107,217.576443,994.471346,9.033198,0.828575,11.942918
batch 77,20.0,3.075479,245.508039,1064.722473,7.342283,0.634487,15.902307
batch 77,25.0,5.725169,258.15442,566.548611,5.308759,0.474192,18.686468
batch 77,30.0,95.508181,126.569121,26.73567,5.338963,0.358434,20.563079
batch 77,35.0,17.469308,168.013179,183.036518,8.575045,0.439933,22.243769
batch 77,40.0,6.388612,211.639095,508.079968,8.810655,0.43107,24.235022
batch 77,45.0,5.322297,238.13138,611.905742,7.585097,0.345388,25.82122
batch 77,50.0,11.116937,245.151686,285.752501,5.975789,0.262723,26.846177
batch 77,55.0,58.951017,156.662793,50.384838,6.582984,0.211431,27.4198
batch 77,60.0,14.95288,191.508534,214.749525,8.448092,0.252655,27.975909
batch 77,65.0,7.730578,222.520026,419.272427,8.209442,0.238327,28.631103
batch 77,70.0,8.970832,238.535323,359.112105,6.990964,0.192176,29.059937
batch 77,75.0,36.179103,206.358014,80.131398,6.235709,0.150733,29.206389
batch 77,80.0,26.588624,184.291888,119.222035,7.779975,0.157469,29.216798
batch 77,85.0,11.113553,213.052138,290.048555,8.223126,0.173256,29.354143
batch 77,90.0,9.866717,231.195812,326.377349,7.437776,0.151716,29.456907
batch 77,95.0,22.274283,222.418894,137.733288,6.57674,0.123346,29.396558
batch 78,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 78,5.0,20.236241,109.290954,153.546528,8.820657,0.626588,1.573768
batch 78,10.0,4.045415,182.484609,800.119929,10.462146,0.855849,6.24813
batch 78,15.0,2.274428,225.956459,1440.560202,9.596186,0.714913,10.762412
batch 78,20.0,2.044511,252.333589,1607.677443,7.49594,0.543308,14.148896
batch 78,25.0,3.04712,266.552251,1075.944289,5.070167,0.404941,16.51314
batch 78,30.0,48.187114,218.369802,43.02707,3.602982,0.300771,18.094005
batch 78,35.0,26.791436,144.703228,120.266588,8.496594,0.378135,19.363342
batch 78,40.0,5.170653,203.191169,629.135354,9.83884,0.446681,21.359352
batch 78,45.0,3.115449,236.964035,1051.711198,8.716916,0.368295,23.158809
batch 78,50.0,3.436025,256.580423,953.470241,6.584511,0.280039,24.382726
batch 78,55.0,12.45519,255.393671,250.386193,4.657097,0.209246,25.097735
batch 78,60.0,52.220182,137.996665,61.146499,7.408149,0.202312,25.479346
batch 78,65.0,7.488437,200.656964,433.554957,9.512716,0.286368,26.242541
batch 78,70.0,3.943328,234.219012,829.584962,8.735514,0.251892,27.086687
batch 78,75.0,4.211448,253.614569,776.330725,6.796567,0.195022,27.605007
batch 78,80.0,16.851804,247.272763,180.51655,5.038602,0.146836,27.792761
batch 78,85.0,41.778446,155.289907,76.810996,7.679689,0.153222,27.781966
batch 78,90.0,7.493601,207.8893,433.705607,9.322066,0.213614,28.100577
batch 78,95.0,4.371971,237.747359,747.818182,8.389796,0.1878,28.477039
batch 79,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 79,5.0,20.936456,107.767794,148.090817,8.736255,0.630381,1.579204
batch 79,10.0,4.193896,181.414752,771.361867,10.373733,0.867198,6.302502
batch 79,15.0,2.356128,225.175997,1390.233258,9.536449,0.726051,10.883931
batch 79,20.0,2.124782,251.724883,1546.586128,7.478807,0.552123,14.325926
batch 79,25.0,3.222514,265.898728,1016.780915,5.089715,0.411596,16.730405
batch 79,30.0,60.340796,202.723334,31.665426,3.727074,0.305822,18.339029
batch 79,35.0,24.972371,147.804618,128.831394,8.549179,0.387332,19.652275
batch 79,40.0,5.222759,204.329508,622.89731,9.735699,0.445733,21.658032
batch 79,45.0,3.245301,237.408182,1009.386783,8.583992,0.365904,23.436765
batch 79,50.0,3.732154,256.35214,877.034881,6.483735,0.278069,24.639361
batch 79,55.0,17.222454,248.842749,174.948494,4.682178,0.207874,25.33686
batch 79,60.0,42.379242,146.954477,75.827628,7.716277,0.213084,25.728514
batch 79,65.0,7.170182,204.067732,453.041229,9.421451,0.282791,26.507727
batch 79,70.0,4.095151,235.922845,798.640167,8.517291,0.244403,27.306294
batch 79,75.0,4.778516,253.700461,682.969096,6.594086,0.188664,27.776469
batch 79,80.0,29.293944,230.660266,95.247967,5.093949,0.142294,27.926681
batch 79,85.0,30.499343,166.73389,105.619473,8.08575,0.164533,27.927126
batch 79,90.0,6.966726,212.955445,466.869409,9.1858,0.207801,28.257139
batch 79,95.0,4.622413,240.255347,706.909371,8.072173,0.177892,28.576899
batch 80,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 80,5.0,21.64913,106.242635,142.889153,8.653421,0.634098,1.584507
batch 80,10.0,4.348688,180.330266,743.475244,10.286843,0.878596,6.356551
batch 80,15.0,2.44155,224.380413,1341.216382,9.47771,0.737323,11.005752
batch 80,20.0,2.209265,251.099827,1487.08399,7.462333,0.561066,14.504048
batch 80,25.0,3.412547,265.212522,959.534295,5.11036,0.418355,16.949412
batch 80,30.0,71.997145,186.976511,25.916545,3.869806,0.310995,18.58631
batch 80,35.0,23.451745,150.664279,137.019993,8.589163,0.39579,19.943432
batch 80,40.0,5.289114,205.40056,615.097655,9.632076,0.444632,21.95624
batch 80,45.0,3.389127,237.788987,966.276575,8.455294,0.363547,23.714069
batch 80,50.0,4.07737,256.007957,801.914763,6.390759,0.276157,24.895659
batch 80,55.0,24.977647,238.435656,113.551605,4.741383,0.206599,25.576043
batch 80,60.0,34.837757,154.895968,92.367534,7.962425,0.222919,25.982023
batch 80,65.0,6.949692,207.191252,467.611937,9.313884,0.278551,26.768438
batch 80,70.0,4.290807,237.397161,761.934558,8.303817,0.237185,27.521171
batch 80,75.0,5.528867,253.365032,588.770382,6.41312,0.182672,27.94537
batch 80,80.0,48.677623,203.555367,52.591707,5.286296,0.138383,28.060465
batch 80,85.0,23.275969,176.148241,138.418257,8.365463,0.173414,28.081186
batch 80,90.0,6.657874,217.383678,488.77628,9.013346,0.201053,28.407525
batch 80,95.0,5.000014,242.202494,652.887236,7.765449,0.168627,28.671219
batch 81,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 81,5.0,22.373447,104.71655,137.930468,8.572114,0.63774,1.589682
batch 81,10.0,4.51009,179.230732,716.439148,10.201432,0.890041,6.410269
batch 81,15.0,2.530913,223.569075,1293.481,9.419944,0.748734,11.127876
batch 81,20.0,2.298252,250.457541,1429.139622,7.446509,0.570142,14.683282
batch 81,25.0,3.618848,264.490679,904.183459,5.132135,0.42522,17.170208
batch 81,30.0,81.887487,172.530314,23.277885,4.030331,0.316312,18.835923
batch 81,35.0,22.178188,153.313279,144.752036,8.617739,0.403551,20.236705
batch 81,40.0,5.369978,206.402999,605.826138,9.528312,0.443416,22.254185
batch 81,45.0,3.54858,238.102747,922.551576,8.331008,0.361243,23.991091
batch 81,50.0,4.482935,255.528702,728.407775,6.305958,0.274319,25.152083
batch 81,55.0,36.718563,222.737539,70.994822,4.846113,0.205471,25.815854
batch 81,60.0,29.216201,161.773813,110.098869,8.153165,0.231405,26.239489
batch 81,65.0,6.812269,210.034636,477.187526,9.193512,0.273864,27.02535
batch 81,70.0,4.537145,238.630557,720.174375,8.097229,0.230293,27.732676
batch 81,75.0,6.545232,252.480783,495.491962,6.256722,0.177071,28.113234
batch 81,80.0,63.197692,178.106345,41.505655,5.633747,0.135613,28.196167
batch 81,85.0,18.704966,183.895648,172.277911,8.539778,0.179394,28.242471
batch 81,90.0,6.521624,221.201937,499.09793,8.816195,0.193879,28.553461
batch 81,95.0,5.541061,243.536362,588.231636,7.477579,0.160092,28.763161
batch 82,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 82,5.0,23.108533,103.190657,133.204027,8.492291,0.641307,1.59473
batch 82,10.0,4.678414,178.115727,690.233423,10.11746,0.901531,6.463649
batch 82,15.0,2.62445,222.74132,1246.999808,9.363123,0.760285,11.250302
batch 82,20.0,2.392061,249.797085,1372.72324,7.431324,0.579353,14.863653
batch 82,25.0,3.843261,263.729904,850.710193,5.155077,0.432196,17.392838
batch 82,30.0,89.48208,160.089196,22.217516,4.20577,0.321802,19.087955
batch 82,35.0,21.110617,155.776153,151.960817,8.636,0.410665,20.532018
batch 82,40.0,5.465763,207.335165,595.175854,9.424725,0.442123,22.552102
batch 82,45.0,3.725562,238.345163,878.386829,8.211326,0.359016,24.268224
batch 82,50.0,4.963352,254.890221,656.837096,6.229771,0.272571,25.409128
batch 82,55.0,50.832662,203.036391,48.289763,5.007508,0.204579,26.056927
batch 82,60.0,25.063346,167.719898,128.264922,8.295241,0.238388,26.500517
batch 82,65.0,6.748109,212.60192,481.805579,9.06352,0.268917,27.279313
batch 82,70.0,4.843223,239.607627,674.160864,7.899615,0.223775,27.942232
batch 82,75.0,7.958857,250.850881,405.204043,6.128547,0.17189,28.281633
batch 82,80.0,65.757533,164.31631,42.567899,6.075484,0.13474,28.336365
batch 82,85.0,15.764793,190.39095,204.520804,8.629136,0.182706,28.409683
batch 82,90.0,6.533785,224.425999,498.125742,8.604495,0.186664,28.697146
batch 82,95.0,6.30238,244.171249,515.966117,7.216227,0.15235,28.855931
batch 83,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 83,5.0,23.853464,101.666106,128.69942,8.413911,0.6448,1.599654
batch 83,10.0,4.853985,176.984825,664.838623,10.034887,0.913066,6.516683
batch 83,15.0,2.72241,221.896453,1201.74672,9.307221,0.771981,11.373028
batch 83,20.0,2.491035,249.117456,1317.806634,7.416769,0.588706,15.045183
batch 83,25.0,4.087876,262.926512,799.099092,5.179224,0.439288,17.617352
batch 83,30.0,94.766629,149.840506,22.008203,4.391917,0.327499,19.342497
batch 83,35.0,20.216255,158.072049,158.592302,8.644946,0.417185,20.829327
batch 83,40.0,5.577033,208.195064,583.243223,9.32162,0.440791,22.850254
batch 83,45.0,3.922267,238.511286,833.961932,8.096447,0.356887,24.545889
batch 83,50.0,5.537401,254.061929,587.55579,6.162705,0.270933,25.667318
batch 83,55.0,62.733137,184.157883,39.28682,5.227253,0.204071,26.299978
batch 83,60.0,21.989983,172.896568,146.137584,8.395144,0.24389,26.764817
batch 83,65.0,6.751012,214.894679,481.613322,8.92683,0.26387,27.531328
batch 83,70.0,5.220817,240.308157,624.787752,7.713019,0.217671,28.15132
batch 83,75.0,9.97846,248.170039,320.39311,6.033068,0.16716,28.452186
batch 83,80.0,60.175162,160.804555,49.074744,6.523197,0.136228,28.484038
batch 83,85.0,13.844037,195.901621,233.046981,8.651831,0.183869,28.582238
batch 83,90.0,6.684297,227.0618,486.704335,8.387273,0.179691,28.84109
batch 83,95.0,7.370707,243.974094,439.631354,6.98882,0.145444,28.952732
batch 84,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 84,5.0,24.607269,100.144076,124.406566,8.336937,0.648219,1.604458
batch 84,10.0,5.037138,175.837598,640.235973,9.953674,0.924644,6.569362
batch 84,15.0,2.825057,221.033749,1157.696818,9.252214,0.783824,11.496053
batch 84,20.0,2.595547,248.417581,1264.363121,7.402836,0.598204,15.227897
batch 84,25.0,4.355065,262.076381,749.337619,5.204616,0.4465,17.843801
batch 84,30.0,97.958619,141.71674,22.324357,4.584104,0.333438,19.599652
batch 84,35.0,19.468932,160.215773,164.604103,8.645492,0.423165,21.128618
batch 84,40.0,5.704498,208.980367,570.127984,9.219284,0.439456,23.14893
batch 84,45.0,4.141218,238.595444,789.461456,7.986579,0.354878,24.824533
batch 84,50.0,6.229479,253.004971,520.951967,6.105346,0.269422,25.927205
batch 84,55.0,69.44845,169.862716,36.951734,5.491376,0.204143,26.545833
batch 84,60.0,19.703099,177.43904,163.079989,8.458913,0.248039,27.032264
batch 84,65.0,6.817529,216.912418,476.860058,8.786138,0.258858,27.782519
batch 84,70.0,5.685019,240.706204,573.036596,7.53943,0.212021,28.361462
batch 84,75.0,12.920771,243.981481,244.073024,5.975748,0.162922,28.626555
batch 84,80.0,51.568456,163.271918,59.26629,6.919295,0.139786,28.642007
batch 84,85.0,12.589698,200.584673,256.403068,8.623692,0.18346,28.760308
batch 84,90.0,6.97339,229.106364,466.156842,8.172545,0.173165,28.987997
batch 84,95.0,8.873707,242.748256,363.242629,6.802564,0.139411,29.05674
batch 85,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 85,5.0,25.368943,98.625763,120.31571,8.261331,0.651566,1.609145
batch 85,10.0,5.228223,174.673618,616.407323,9.873786,0.936262,6.621679
batch 85,15.0,2.932675,220.152448,1114.826303,9.198076,0.795819,11.619375
batch 85,20.0,2.706,247.696315,1212.367506,7.389514,0.607854,15.411819
batch 85,25.0,4.647517,261.174899,701.41618,5.231297,0.453837,18.072241
batch 85,30.0,99.355882,135.540622,23.00957,4.777895,0.339652,19.859532
batch 85,35.0,18.84771,162.218677,169.964515,8.638479,0.428663,21.42991
batch 85,40.0,5.849017,209.688418,555.933183,9.117994,0.438153,23.448444
batch 85,45.0,4.385306,238.591185,745.075224,7.881936,0.353013,25.104624
batch 85,50.0,7.071211,251.670014,457.454308,6.058361,0.26806,26.189369
batch 85,55.0,71.10305,160.867626,37.805789,5.776502,0.204992,26.795419
batch 85,60.0,17.994501,181.446052,178.570971,8.492065,0.251019,27.302932
batch 85,65.0,6.946384,218.652839,467.888957,8.643934,0.253995,28.034108
batch 85,70.0,6.254862,240.769167,519.96903,7.380768,0.206855,28.574216
batch 85,75.0,17.183344,237.699132,179.76054,5.962881,0.159231,28.806448
batch 85,80.0,43.141226,168.248427,72.215224,7.240537,0.144555,28.812396
batch 85,85.0,11.795232,204.534322,273.758272,8.558217,0.182011,28.944717
batch 85,90.0,7.409257,230.548442,438.198141,7.96735,0.167232,29.140669
batch 85,95.0,10.982792,240.228069,291.189098,6.664278,0.13429,29.171077
batch 86,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 86,5.0,26.137451,97.112369,116.417419,8.187058,0.654841,1.613716
batch 86,10.0,5.427602,173.492456,593.335109,9.795185,0.947918,6.673625
batch 86,15.0,3.045566,219.251754,1073.11245,9.144784,0.807969,11.742992
batch 86,20.0,2.822834,246.952433,1161.796042,7.376796,0.617659,15.596977
batch 86,25.0,4.968282,260.216897,655.328204,5.25931,0.461304,18.302727
batch 86,30.0,99.272727,131.089107,23.979507,4.969477,0.346169,20.122254
batch 86,35.0,18.335784,164.089376,174.651629,8.624681,0.433738,21.733255
batch 86,40.0,6.011597,210.316228,540.765141,9.018013,0.436919,23.749132
batch 86,45.0,4.65784,238.491203,700.998406,7.782739,0.351315,25.386654
batch 86,50.0,8.103169,249.994904,397.537155,6.0225,0.266869,26.454418
batch 86,55.0,69.09079,156.363712,40.533388,6.060219,0.206744,27.049737
batch 86,60.0,16.719046,184.986383,192.21102,8.499582,0.253037,27.57709
batch 86,65.0,7.13806,220.112053,455.127669,8.502517,0.249379,28.287399
batch 86,70.0,6.953778,240.457149,466.714406,7.238857,0.202206,28.791165
batch 86,75.0,22.975004,228.915121,130.852748,6.000349,0.156169,28.993633
batch 86,80.0,36.206707,173.741279,86.904852,7.484353,0.149633,28.996543
batch 86,85.0,11.336728,207.810776,284.839101,8.466827,0.179968,29.136803
batch 86,90.0,8.006123,231.369793,404.832932,7.777721,0.161997,29.301937
batch 86,95.0,13.873789,236.128007,227.952986,6.579764,0.13013,29.298811
batch 87,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 87,5.0,26.91174,95.605099,112.70259,8.114081,0.658045,1.618176
batch 87,10.0,5.635647,172.293687,571.002314,9.717838,0.959612,6.725191
batch 87,15.0,3.164054,218.330836,1032.533565,9.092314,0.820277,11.866901
batch 87,20.0,2.946524,246.184625,1112.626392,7.364672,0.627626,15.783395
batch 87,25.0,5.320811,259.196596,611.070225,5.2887,0.468907,18.535318
batch 87,30.0,98.011874,128.124048,25.183491,5.155802,0.353009,20.387945
batch 87,35.0,17.919623,165.834322,178.652531,8.604813,0.438447,22.03873
batch 87,40.0,6.193394,210.86049,524.733376,8.919597,0.435787,24.051353
batch 87,45.0,4.96258,238.287286,657.431389,7.689209,0.349807,25.671137
batch 87,50.0,9.376076,247.90291,341.723257,5.998585,0.265874,26.722985
batch 87,55.0,64.898403,155.156429,44.582803,6.326345,0.209405,27.3098
batch 87,60.0,15.775585,188.107492,203.719907,8.485945,0.254302,27.855196
batch 87,65.0,7.394465,221.284824,439.077244,8.363994,0.245092,28.543755
batch 87,70.0,7.809467,239.723193,414.450339,7.11538,0.198103,29.01391
batch 87,75.0,29.671464,218.184429,98.836671,6.090187,0.153852,29.189948
batch 87,80.0,30.955916,178.8738,102.167313,7.657966,0.154405,29.195264
batch 87,85.0,11.137948,210.45583,289.84237,8.359114,0.177693,29.338275
batch 87,90.0,8.781615,231.548327,368.236046,7.608611,0.157533,29.474611
batch 87,95.0,17.577957,230.335109,177.409999,6.552181,0.126997,29.442955
batch 88,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 88,5.0,27.690742,94.105146,109.162438,8.042369,0.661178,1.622526
batch 88,10.0,5.852742,171.076891,549.392434,9.641711,0.971339,6.77637
batch 88,15.0,3.288483,217.388822,993.068941,9.040643,0.832747,11.9911
batch 88,20.0,3.077587,245.391488,1064.837599,7.353132,0.637762,15.971102
batch 88,25.0,5.708999,258.10754,568.641958,5.319514,0.476652,18.770078
batch 88,30.0,95.850382,126.409822,26.588097,5.334583,0.360183,20.656735
batch 88,35.0,17.588299,167.458252,181.962579,8.579533,0.442849,22.346448
batch 88,40.0,6.395712,211.317584,507.950465,8.82299,0.434791,24.355487
batch 88,45.0,5.303767,237.970276,614.57934,7.60157,0.348515,25.958605
batch 88,50.0,10.950009,245.303389,290.579884,5.987482,0.265103,26.99573
batch 88,55.0,59.718509,156.117777,49.648388,6.565341,0.212862,27.576572
batch 88,60.0,15.093076,190.842481,212.93004,8.455163,0.255013,28.137877
batch 88,65.0,7.718612,222.164885,420.298956,8.23027,0.241201,28.804589
batch 88,70.0,8.852361,238.515553,364.372275,7.01181,0.194576,29.244066
batch 88,75.0,35.590009,207.446902,81.537319,6.225717,0.152423,29.397309
batch 88,80.0,27.134711,183.362376,116.877678,7.772251,0.158593,29.409198
batch 88,85.0,11.150743,212.501546,289.336238,8.243032,0.175464,29.551093
batch 88,90.0,9.7522,231.064677,330.613022,7.463773,0.153896,29.661439
batch 88,95.0,21.722552,223.262535,141.589698,6.579259,0.124976,29.606459
batch 89,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 89,5.0,20.363574,108.875745,152.754603,8.822048,0.62842,1.577163
batch 89,10.0,4.057486,182.245695,798.474043,10.466392,0.859637,6.269692
batch 89,15.0,2.278058,225.80757,1439.442065,9.604267,0.718341,10.805192
batch 89,20.0,2.04525,252.242821,1608.324847,7.506977,0.545956,14.208349
batch 89,25.0,3.041584,266.506167,1078.722034,5.080446,0.40692,16.584421
batch 89,30.0,47.335085,219.387895,44.187,3.604441,0.302237,18.173292
batch 89,35.0,27.094135,143.946578,119.051206,8.494449,0.380096,19.447942
batch 89,40.0,5.184845,202.799266,627.935021,9.849637,0.450592,21.460593
batch 89,45.0,3.112126,236.73649,1053.675876,8.735711,0.371781,23.279409
batch 89,50.0,3.415023,256.478371,960.124451,6.604787,0.282724,24.517972
batch 89,55.0,12.076961,255.845392,259.107195,4.665806,0.211247,25.242747
batch 89,60.0,53.717053,136.391003,59.404514,7.374071,0.202899,25.62838
batch 89,65.0,7.562078,199.90592,429.659518,9.523591,0.289754,26.399039
batch 89,70.0,3.938988,233.788302,831.162727,8.767299,0.255543,27.260403
batch 89,75.0,4.158949,253.442568,786.863698,6.832402,0.197943,27.793108
batch 89,80.0,15.810492,248.578144,193.950564,5.048456,0.149019,27.990332
batch 89,85.0,43.852001,153.10825,73.133422,7.619529,0.153228,27.981042
batch 89,90.0,7.615471,206.826343,427.058344,9.338685,0.216816,28.303306
batch 89,95.0,4.358713,237.151086,750.706901,8.439806,0.191468,28.695263
batch 90,0.0,100.0,100.0,25.0,0.0,0.0,0.0
batch 90,5.0,21.069508,107.345815,147.315986,8.737616,0.632207,1.582578
batch 90,10.0,4.206751,181.1713,769.713756,10.377918,0.871038,6.324183
batch 90,15.0,2.360012,225.023995,1389.083136,9.54445,0.729543,10.927194
batch 90,20.0,2.1256,251.6321,1547.17469,7.489807,0.554824,14.386201
batch 90,25.0,3.216418,265.852235,1019.486947,5.100029,0.413616,16.80276
batch 90,30.0,59.461702,203.815094,32.291274,3.727248,0.307317,18.419566
batch 90,35.0,25.239988,147.077957,127.59896,8.547938,0.389428,19.738451
batch 90,40.0,5.236114,203.944765,621.825231,9.746769,0.449644,21.761168
batch 90,45.0,3.241145,237.186208,1011.491622,8.60268,0.369361,23.559083
batch 90,50.0,3.707164,256.259686,883.689581,6.503427,0.280728,24.776106
batch 90,55.0,16.600888,249.608301,182.518287,4.687847,0.209852,25.483184
batch 90,60.0,43.579697,145.457485,73.763957,7.688797,0.213846,25.87844
batch 90,65.0,7.229821,203.3615,449.648354,9.434792,0.286227,26.6664
batch 90,70.0,4.086212,235.524051,801.036548,8.549244,0.247933,27.481751
batch 90,75.0,4.707934,253.575659,693.906405,6.627752,0.191464,27.965513
batch 90,80.0,27.217021,233.353931,104.049652,5.089523,0.14436,28.124502
batch 90,85.0,31.893276,164.841823,101.070507,8.042792,0.164901,28.125133
