batch,time,x,y
Test_2,34.7,-1.4848,0.213
Test_2,34.8,-1.4561,0.3602
Test_2,34.9,-1.4129,0.5037
Test_2,35,-1.3555,0.6423
Test_2,35.1,-1.2846,0.7744
Test_2,35.2,-1.2009,0.8988
Test_2,35.3,-1.1052,1.0142
Test_2,35.4,-0.9984,1.1194
Test_2,35.5,-0.8817,1.2135
Test_2,35.6,-0.7561,1.2955
Test_2,35.7,-0.623,1.3645
Test_2,35.8,-0.4837,1.4199
Test_2,35.9,-0.3395,1.4611
Test_2,36,-0.1919,1.4877
Test_2,36.1,-0.0425,1.4994
Test_2,36.2,0.1074,1.4961
Test_2,36.3,0.2563,1.4779
Test_2,36.4,0.4025,1.445
Test_2,36.5,0.5448,1.3976
Test_2,36.6,0.6816,1.3362
Test_2,36.7,0.8116,1.2615
Test_2,36.8,0.9335,1.1742
Test_2,36.9,1.046,1.0751
Test_2,37,1.1481,0.9653
Test_2,37.1,1.2388,0.8459
Test_2,37.2,1.317,0.718
Test_2,37.3,1.3821,0.5829
Test_2,37.4,1.4334,0.442
Test_2,37.5,1.4704,0.2967
Test_2,37.6,1.4926,0.1484
Test_2,37.7,1.5,-0.0013
Test_2,37.8,1.4924,-0.1511
Test_2,37.9,1.4698,-0.2993
Test_2,38,1.4326,-0.4446
Test_2,38.1,1.3811,-0.5854
Test_2,38.2,1.3157,-0.7203
Test_2,38.3,1.2373,-0.8481
Test_2,38.4,1.1464,-0.9673
Test_2,38.5,1.0441,-1.077
Test_2,38.6,0.9314,-1.1758
Test_2,38.7,0.8093,-1.2629
Test_2,38.8,0.6792,-1.3374
Test_2,38.9,0.5423,-1.3985
Test_2,39,0.4,-1.4457
Test_2,39.1,0.2536,-1.4784
Test_2,39.2,0.1048,-1.4963
Test_2,39.3,-0.0451,-1.4993
Test_2,39.4,-0.1946,-1.4873
Test_2,39.5,-0.3421,-1.4605
Test_2,39.6,-0.4862,-1.419
Test_2,39.7,-0.6254,-1.3634
Test_2,39.8,-0.7584,-1.2941
Test_2,39.9,-0.8838,-1.212
Test_2,40,-1.0004,-1.1177
Test_2,40.1,-1.107,-1.0122
Test_2,40.2,-1.2025,-0.8966
Test_2,40.3,-1.286,-0.7721
Test_2,40.4,-1.3567,-0.6399
Test_2,40.5,-1.4138,-0.5012
Test_2,40.6,-1.4568,-0.3576
Test_2,40.7,-1.4852,-0.2104
Test_2,40.8,-1.4988,-0.061
Test_2,40.9,-1.4974,0.0889
Test_2,41,-1.481,0.2379
Test_2,41.1,-1.4499,0.3846
Test_2,41.2,-1.4042,0.5274
Test_2,41.3,-1.3445,0.665
Test_2,41.4,-1.2714,0.7959
Test_2,41.5,-1.1856,0.9188
Test_2,41.6,-1.088,1.0326
Test_2,41.7,-0.9795,1.1361
Test_2,41.8,-0.8611,1.2282
Test_2,41.9,-0.7342,1.308
Test_2,42,-0.6,1.3748
Test_2,42.1,-0.4597,1.4278
Test_2,42.2,-0.3149,1.4666
Test_2,42.3,-0.1669,1.4907
Test_2,42.4,-0.0173,1.4999
Test_2,42.5,0.1326,1.4941
Test_2,42.6,0.2811,1.4734
Test_2,42.7,0.4268,1.438
Test_2,42.8,0.5682,1.3882
Test_2,42.9,0.704,1.3246
Test_2,43,0.8327,1.2477
Test_2,43.1,0.9531,1.1583
Test_2,43.2,1.0639,1.0574
Test_2,43.3,1.1642,0.9459
Test_2,43.4,1.2528,0.8249
Test_2,43.5,1.3289,0.6957
Test_2,43.6,1.3917,0.5596
Test_2,43.7,1.4406,0.4178
Test_2,43.8,1.4751,0.2719
Test_2,43.9,1.4949,0.1233
Test_2,44,1.4998,-0.0266
Test_2,44.1,1.4896,-0.1761
Test_2,44.2,1.4646,-0.324
Test_2,44.3,1.4249,-0.4686
Test_2,44.4,1.371,-0.6085
Test_2,44.5,1.3034,-0.7423
Test_2,44.6,1.2228,-0.8687
Test_2,44.7,1.13,-0.9865
Test_2,44.8,1.0258,-1.0944
Test_2,44.9,0.9115,-1.1913
Test_2,45,0.788,-1.2764
Test_2,45.1,0.6566,-1.3486
Test_2,45.2,0.5187,-1.4075
Test_2,45.3,0.3756,-1.4522
Test_2,45.4,0.2287,-1.4825
Test_2,45.5,0.0796,-1.4979
Test_2,45.6,-0.0703,-1.4984
Test_2,45.7,-0.2196,-1.4838
Test_2,45.8,-0.3666,-1.4545
Test_2,45.9,-0.51,-1.4106
Test_2,46,-0.6483,-1.3527
Test_2,46.1,-0.7801,-1.2812
Test_2,46.2,-0.9041,-1.1969
Test_2,46.3,-1.0191,-1.1007
Test_2,46.4,-1.1239,-0.9935
Test_2,46.5,-1.2174,-0.8763
Test_2,46.6,-1.2988,-0.7504
Test_2,46.7,-1.3672,-0.617
Test_2,46.8,-1.422,-0.4774
Test_2,46.9,-1.4626,-0.333
Test_2,47,-1.4885,-0.1854
Test_2,47.1,-1.4996,-0.0358
Test_2,47.2,-1.4957,0.1141
Test_2,47.3,-1.4768,0.2628
Test_2,47.4,-1.4432,0.4089
Test_2,47.5,-1.3952,0.551
Test_2,47.6,-1.3332,0.6875
Test_2,47.7,-1.2579,0.8171
Test_2,47.8,-1.17,0.9386
Test_2,47.9,-1.0705,1.0508
Test_2,48,-0.9602,1.1524
Test_2,48.1,-0.8404,1.2425
Test_2,48.2,-0.7121,1.3202
Test_2,48.3,-0.5768,1.3847
Test_2,48.4,-0.4357,1.4353
Test_2,48.5,-0.2902,1.4717
Test_2,48.6,-0.1418,1.4933
Test_2,48.7,0.008,1.5
Test_2,48.8,0.1577,1.4917
Test_2,48.9,0.3058,1.4685
Test_2,49,0.4509,1.4306
Test_2,49.1,0.5915,1.3785
Test_2,49.2,0.7261,1.3125
Test_2,49.3,0.8535,1.2335
Test_2,49.4,0.9724,1.1421
Test_2,49.5,1.0816,1.0393
Test_2,49.6,1.1799,0.9262
Test_2,49.7,1.2665,0.8037
Test_2,49.8,1.3404,0.6733
Test_2,49.9,1.4009,0.5361
Test_3,0,1.5,0
Test_3,0.1,1.4926,-0.147
Test_3,0.2,1.4708,-0.2875
Test_3,0.3,1.4353,-0.4211
Test_3,0.4,1.3868,-0.5479
Test_3,0.5,1.326,-0.6683
Test_3,0.6,1.2534,-0.7829
Test_3,0.7,1.1696,-0.8923
Test_3,0.8,1.0751,-0.9973
Test_3,0.9,0.9703,-1.0981
Test_3,1,0.8556,-1.1952
Test_3,1.1,0.7313,-1.2884
Test_3,1.2,0.598,-1.3772
Test_3,1.3,0.4561,-1.4607
Test_3,1.4,0.3061,-1.5372
Test_3,1.5,0.1489,-1.6046
Test_3,1.6,-0.0144,-1.6601
Test_3,1.7,-0.1826,-1.7001
Test_3,1.8,-0.3538,-1.7208
Test_3,1.9,-0.526,-1.7184
Test_3,2,-0.6966,-1.6892
Test_3,2.1,-0.8628,-1.6306
Test_3,2.2,-1.0217,-1.5415
Test_3,2.3,-1.1701,-1.4228
Test_3,2.4,-1.3053,-1.2773
Test_3,2.5,-1.4248,-1.1096
Test_3,2.6,-1.5267,-0.9259
Test_3,2.7,-1.6097,-0.7326
Test_3,2.8,-1.6731,-0.536
Test_3,2.9,-1.717,-0.3417
Test_3,3,-1.7417,-0.1538
Test_3,3.1,-1.7481,0.0247
Test_3,3.2,-1.7371,0.1924
Test_3,3.3,-1.71,0.3488
Test_3,3.4,-1.6677,0.4944
Test_3,3.5,-1.6114,0.6299
Test_3,3.6,-1.542,0.7567
Test_3,3.7,-1.4603,0.8762
Test_3,3.8,-1.367,0.9897
Test_3,3.9,-1.2625,1.0984
Test_3,4,-1.1474,1.2034
Test_3,4.1,-1.022,1.3052
Test_3,4.2,-0.8865,1.4043
Test_3,4.3,-0.7412,1.5004
Test_3,4.4,-0.5865,1.5927
Test_3,4.5,-0.4228,1.6797
Test_3,4.6,-0.2508,1.7591
Test_3,4.7,-0.0714,1.8276
Test_3,4.8,0.1142,1.881
Test_3,4.9,0.3042,1.9144
Test_3,5,0.4962,1.9226
Test_3,5.1,0.6877,1.9005
Test_3,5.2,0.8752,1.8441
Test_3,5.3,1.0553,1.751
Test_3,5.4,1.2242,1.6217
Test_3,5.5,1.3785,1.4592
Test_3,5.6,1.5151,1.2695
Test_3,5.7,1.6317,1.0603
Test_3,5.8,1.7268,0.8403
Test_3,5.9,1.7997,0.6176
Test_3,6,1.8505,0.3994
Test_3,6.1,1.8799,0.1908
Test_3,6.2,1.8891,-0.0048
Test_3,6.3,1.8794,-0.186
Test_3,6.4,1.8524,-0.3526
Test_3,6.5,1.8094,-0.5054
Test_3,6.6,1.7517,-0.6461
Test_3,6.7,1.6805,-0.7762
Test_3,6.8,1.5967,-0.8978
Test_3,6.9,1.5012,-1.0127
Test_3,7,1.3944,-1.1224
Test_3,7.1,1.2768,-1.2284
Test_3,7.2,1.1488,-1.3316
Test_3,7.3,1.0106,-1.4327
Test_3,7.4,0.8623,-1.5318
Test_3,7.5,0.7043,-1.6285
Test_3,7.6,0.5367,-1.7214
Test_3,7.7,0.3602,-1.8085
Test_3,7.8,0.1753,-1.8866
Test_3,7.9,-0.0167,-1.9517
Test_3,8,-0.2144,-1.9985
Test_3,8.1,-0.4156,-2.0212
Test_3,8.2,-0.6176,-2.0138
Test_3,8.3,-0.8172,-1.9708
Test_3,8.4,-1.0105,-1.8888
Test_3,8.5,-1.1936,-1.7665
Test_3,8.6,-1.3625,-1.6064
Test_3,8.7,-1.5138,-1.4138
Test_3,8.8,-1.6445,-1.1971
Test_3,8.9,-1.7527,-0.9658
Test_3,9,-1.8375,-0.7296
Test_3,9.1,-1.8987,-0.4968
Test_3,9.2,-1.9372,-0.2739
Test_3,9.3,-1.954,-0.0652
Test_3,9.4,-1.9507,0.1275
Test_3,9.5,-1.9291,0.3037
Test_3,9.6,-1.8905,0.4642
Test_3,9.7,-1.8367,0.6107
Test_3,9.8,-1.7688,0.7453
Test_3,9.9,-1.688,0.87
Test_3,10,-1.5951,0.987
Test_3,10.1,-1.4908,1.0981
Test_3,10.2,-1.3756,1.2051
Test_3,10.3,-1.2498,1.3091
Test_3,10.4,-1.1138,1.4111
Test_3,10.5,-0.9677,1.5116
Test_3,10.6,-0.8115,1.6103
Test_3,10.7,-0.6457,1.7065
Test_3,10.8,-0.4704,1.7984
Test_3,10.9,-0.2862,1.8835
Test_3,11,-0.094,1.958
Test_3,11.1,0.1049,2.017
Test_3,11.2,0.3086,2.0546
Test_3,11.3,0.5149,2.0646
Test_3,11.4,0.7204,2.0408
Test_3,11.5,0.9217,1.9781
Test_3,11.6,1.1147,1.8739
Test_3,11.7,1.2951,1.7287
Test_3,11.8,1.4592,1.5466
Test_3,11.9,1.6034,1.335
Test_3,12,1.7255,1.1035
Test_3,12.1,1.8238,0.8624
Test_3,12.2,1.898,0.6213
Test_3,12.3,1.9483,0.388
Test_3,12.4,1.976,0.1679
Test_3,12.5,1.9825,-0.0358
Test_3,12.6,1.9694,-0.2222
Test_3,12.7,1.9386,-0.3917
Test_3,12.8,1.8916,-0.5457
Test_3,12.9,1.8299,-0.6863
Test_3,13,1.7547,-0.8157
Test_3,13.1,1.667,-0.9362
Test_3,13.2,1.5677,-1.0499
Test_3,13.3,1.4572,-1.1585
Test_3,13.4,1.3361,-1.2637
Test_3,13.5,1.2046,-1.3665
Test_3,13.6,1.0629,-1.4678
Test_3,13.7,0.9111,-1.5676
Test_3,13.8,0.7494,-1.6657
Test_3,13.9,0.578,-1.7608
Test_3,14,0.3974,-1.8508
Test_3,14.1,0.2081,-1.9325
Test_3,14.2,0.0113,-2.0017
Test_3,14.3,-0.1916,-2.0529
Test_3,14.4,-0.3985,-2.0799
Test_3,14.5,-0.6066,-2.0761
Test_3,14.6,-0.8125,-2.0355
Test_3,14.7,-1.0123,-1.9541
Test_3,14.8,-1.2019,-1.8303
Test_3,14.9,-1.377,-1.6662
Test_3,15,-1.534,-1.4678
Test_3,15.1,-1.6697,-1.2436
Test_3,15.2,-1.7822,-1.004
Test_3,15.3,-1.8703,-0.7594
Test_3,15.4,-1.9342,-0.5188
Test_3,15.5,-1.9744,-0.2891
Test_3,15.6,-1.9925,-0.0747
Test_3,15.7,-1.99,0.1224
Test_3,15.8,-1.9686,0.3017
Test_3,15.9,-1.9302,0.4645
Test_3,16,-1.8762,0.6125
Test_3,16.1,-1.8081,0.7479
Test_3,16.2,-1.727,0.8731
Test_3,16.3,-1.6337,0.9902
Test_3,16.4,-1.5291,1.1013
Test_3,16.5,-1.4136,1.2081
Test_3,16.6,-1.2876,1.312
Test_3,16.7,-1.1513,1.4141
Test_3,16.8,-1.0048,1.5148
Test_3,16.9,-0.8484,1.6141
Test_3,17,-0.6821,1.7112
Test_3,17.1,-0.5062,1.8047
Test_3,17.2,-0.3213,1.892
Test_3,17.3,-0.1282,1.9694
Test_3,17.4,0.072,2.032
Test_3,17.5,0.2775,2.0741
Test_3,17.6,0.486,2.0892
Test_3,17.7,0.6943,2.0706
Test_3,17.8,0.8988,2.0132
Test_3,17.9,1.0955,1.9135
Test_3,18,1.2801,1.7717
Test_3,18.1,1.4485,1.5915
Test_3,18.2,1.5973,1.38
Test_3,18.3,1.7238,1.147
Test_3,18.4,1.8264,0.9031
Test_3,18.5,1.9044,0.6583
Test_3,18.6,1.9583,0.4208
Test_3,18.7,1.989,0.1966
Test_3,18.8,1.9982,-0.0111
Test_3,18.9,1.9874,-0.2009
Test_3,19,1.9586,-0.3733
Test_3,19.1,1.9133,-0.5297
Test_3,19.2,1.8531,-0.6722
Test_3,19.3,1.7792,-0.803
Test_3,19.4,1.6928,-0.9244
Test_3,19.5,1.5946,-1.0387
Test_3,19.6,1.4852,-1.1478
Test_3,19.7,1.3651,-1.2532
Test_3,19.8,1.2346,-1.3562
Test_3,19.9,1.0939,-1.4577
Test_3,20,0.9432,-1.5578
Test_3,20.1,0.7824,-1.6564
Test_3,20.2,0.612,-1.7524
Test_3,20.3,0.4321,-1.8438
Test_3,20.4,0.2435,-1.9276
Test_3,20.5,0.047,-1.9997
Test_3,20.6,-0.1559,-2.0547
Test_3,20.7,-0.3632,-2.0866
Test_3,20.8,-0.5722,-2.0886
Test_3,20.9,-0.7797,-2.0545
Test_3,21,-0.9818,-1.9798
Test_3,21.1,-1.1742,-1.8624
Test_3,21.2,-1.3529,-1.7037
Test_3,21.3,-1.5138,-1.5092
Test_3,21.4,-1.6538,-1.2873
Test_3,21.5,-1.7707,-1.0481
Test_3,21.6,-1.8632,-0.8023
Test_3,21.7,-1.9312,-0.5593
Test_3,21.8,-1.9754,-0.3264
Test_3,21.9,-1.997,-0.1086
Test_3,22,-1.9977,0.092
Test_3,22.1,-1.9792,0.2746
Test_3,22.2,-1.9433,0.4402
Test_3,22.3,-1.8917,0.5906
Test_3,22.4,-1.8257,0.728
Test_3,22.5,-1.7464,0.8546
Test_3,22.6,-1.655,0.9729
Test_3,22.7,-1.5521,1.0848
Test_3,22.8,-1.4382,1.1921
Test_3,22.9,-1.3138,1.2964
Test_3,23,-1.179,1.3987
Test_3,23.1,-1.0341,1.4996
Test_3,23.2,-0.8791,1.5992
Test_3,23.3,-0.7143,1.6969
Test_3,23.4,-0.5399,1.7913
Test_3,23.5,-0.3562,1.8801
Test_3,23.6,-0.1641,1.9597
Test_3,23.7,0.0353,2.0256
Test_3,23.8,0.2403,2.072
Test_3,23.9,0.4488,2.0924
Test_3,24,0.6577,2.0803
Test_3,24.1,0.8636,2.03
Test_3,24.2,1.0623,1.9378
Test_3,24.3,1.2497,1.803
Test_3,24.4,1.4216,1.6288
Test_3,24.5,1.5744,1.4217
Test_3,24.6,1.7052,1.1912
Test_3,24.7,1.8122,0.9479
Test_3,24.8,1.8947,0.7021
Test_3,24.9,1.9528,0.4624
Test_3,25,1.9876,0.2351
Test_3,25.1,2.0004,0.0241
Test_3,25.2,1.993,-0.1691
Test_3,25.3,1.9671,-0.3446
Test_3,25.4,1.9246,-0.5037
Test_3,25.5,1.8669,-0.6485
Test_3,25.6,1.7953,-0.7812
Test_3,25.7,1.711,-0.9041
Test_3,25.8,1.6147,-1.0195
Test_3,25.9,1.5072,-1.1294
Test_3,26,1.389,-1.2353
Test_3,26.1,1.2603,-1.3387
Test_3,26.2,1.1213,-1.4403
Test_3,26.3,0.9722,-1.5407
Test_3,26.4,0.8132,-1.6397
Test_3,26.5,0.6444,-1.7363
Test_3,26.6,0.4661,-1.8287
Test_3,26.7,0.2789,-1.9142
Test_3,26.8,0.0836,-1.9889
Test_3,26.9,-0.1184,-2.0476
Test_3,27,-0.3252,-2.0842
Test_3,27.1,-0.5343,-2.0922
Test_3,27.2,-0.7424,-2.0651
Test_3,27.3,-0.9459,-1.9979
Test_3,27.4,-1.1406,-1.8882
Test_3,27.5,-1.3222,-1.7366
Test_3,27.6,-1.4867,-1.5479
Test_3,27.7,-1.6308,-1.33
Test_3,27.8,-1.752,-1.0929
Test_3,27.9,-1.8491,-0.8473
Test_3,28,-1.9216,-0.6031
Test_3,28.1,-1.97,-0.3678
Test_3,28.2,-1.9956,-0.1468
Test_3,28.3,-1.9999,0.057
Test_3,28.4,-1.9848,0.2429
Test_3,28.5,-1.9519,0.4116
Test_3,28.6,-1.903,0.5646
Test_3,28.7,-1.8395,0.7041
Test_3,28.8,-1.7625,0.8326
Test_3,28.9,-1.6732,0.9522
Test_3,29,-1.5723,1.0651
Test_3,29.1,-1.4604,1.1731
Test_3,29.2,-1.3378,1.2778
Test_3,29.3,-1.2049,1.3804
Test_3,29.4,-1.0618,1.4816
Test_3,29.5,-0.9086,1.5814
Test_3,29.6,-0.7456,1.6796
Test_3,29.7,-0.5728,1.7747
Test_3,29.8,-0.3908,1.8648
Test_3,29.9,-0.2001,1.9464
Test_3,30,-0.0019,2.0152
Test_3,30.1,0.2023,2.0657
Test_3,30.2,0.4104,2.0914
Test_3,30.3,0.6195,2.0858
Test_3,30.4,0.8263,2.0429
Test_3,30.5,1.0267,1.9585
Test_3,30.6,1.2166,1.8313
Test_3,30.7,1.3916,1.6638
Test_3,30.8,1.5482,1.4621
Test_3,30.9,1.6832,1.235
Test_3,31,1.7947,0.9932
Test_3,31.1,1.8817,0.747
Test_3,31.2,1.9443,0.5056
Test_3,31.3,1.9832,0.2757
Test_3,31.4,1.9999,0.0615
Test_3,31.5,1.9961,-0.1351
Test_3,31.6,1.9735,-0.3138
Test_3,31.7,1.9339,-0.4758
Test_3,31.8,1.8789,-0.623
Test_3,31.9,1.8097,-0.7578
Test_3,32,1.7276,-0.8823
Test_3,32.1,1.6335,-0.9989
Test_3,32.2,1.528,-1.1097
Test_3,32.3,1.4117,-1.2162
Test_3,32.4,1.2849,-1.3199
Test_3,32.5,1.1478,-1.4219
Test_3,32.6,1.0006,-1.5225
Test_3,32.7,0.8433,-1.6218
Test_3,32.8,0.6763,-1.7189
Test_3,32.9,0.4997,-1.8123
Test_3,33,0.314,-1.8994
Test_3,33.1,0.1201,-1.9764
Test_3,33.2,-0.0807,-2.0384
Test_3,33.3,-0.2869,-2.0796
Test_3,33.4,-0.4958,-2.0934
Test_3,33.5,-0.7044,-2.0732
Test_3,33.6,-0.9091,-2.0137
Test_3,33.7,-1.1057,-1.9118
Test_3,33.8,-1.29,-1.7677
Test_3,33.9,-1.458,-1.5853
Test_3,34,-1.606,-1.372
Test_3,34.1,-1.7316,-1.1376
Test_3,34.2,-1.8332,-0.8928
Test_3,34.3,-1.9102,-0.6476
Test_3,34.4,-1.963,-0.4102
Test_3,34.5,-1.9927,-0.1862
Test_3,34.6,-2.0008,0.0209
Test_3,34.7,-1.9891,0.2101
Test_3,34.8,-1.9594,0.3818
Test_3,34.9,-1.9133,0.5375
Test_3,35,-1.8523,0.6794
Test_3,35.1,-1.7778,0.8097
Test_3,35.2,-1.6907,0.9307
Test_3,35.3,-1.5919,1.0447
Test_3,35.4,-1.4819,1.1535
Test_3,35.5,-1.3613,1.2588
Test_3,35.6,-1.2302,1.3617
Test_3,35.7,-1.089,1.4631
Test_3,35.8,-0.9377,1.5632
Test_3,35.9,-0.7764,1.6617
Test_3,36,-0.6054,1.7576
Test_3,36.1,-0.425,1.8488
Test_3,36.2,-0.2359,1.9323
Test_3,36.3,-0.039,2.0038
Test_3,36.4,0.1643,2.0581
Test_3,36.5,0.3719,2.0889
Test_3,36.6,0.5811,2.0896
Test_3,36.7,0.7886,2.0539
Test_3,36.8,0.9905,1.9773
Test_3,36.9,1.1826,1.858
Test_3,37,1.3607,1.6976
Test_3,37.1,1.5209,1.5015
Test_3,37.2,1.6601,1.2783
Test_3,37.3,1.776,1.0384
Test_3,37.4,1.8676,0.7923
Test_3,37.5,1.9346,0.5494
Test_3,37.6,1.9778,0.317
Test_3,37.7,1.9985,0.0996
Test_3,37.8,1.9983,-0.1002
Test_3,37.9,1.9791,-0.2822
Test_3,38,1.9425,-0.4471
Test_3,38.1,1.8901,-0.5969
Test_3,38.2,1.8235,-0.7338
Test_3,38.3,1.7437,-0.86
Test_3,38.4,1.6518,-0.978
Test_3,38.5,1.5483,-1.0896
Test_3,38.6,1.434,-1.1968
Test_3,38.7,1.3091,-1.301
Test_3,38.8,1.1739,-1.4032
Test_3,38.9,1.0285,-1.5041
Test_3,39,0.8731,-1.6036
Test_3,39.1,0.7078,-1.7012
Test_3,39.2,0.533,-1.7955
Test_3,39.3,0.3489,-1.884
Test_3,39.4,0.1565,-1.9632
Test_3,39.5,-0.0432,-2.0284
Test_3,39.6,-0.2486,-2.0739
Test_3,39.7,-0.4572,-2.0932
Test_3,39.8,-0.6661,-2.0797
Test_3,39.9,-0.8718,-2.0278
Test_3,40,-1.0703,-1.9338
Test_3,40.1,-1.2572,-1.7973
Test_3,40.2,-1.4284,-1.6215
Test_3,40.3,-1.5804,-1.4132
Test_3,40.4,-1.7103,-1.1819
Test_3,40.5,-1.8163,-0.9382
Test_3,40.6,-1.8979,-0.6924
Test_3,40.7,-1.955,-0.453
Test_3,40.8,-1.9889,-0.2263
Test_3,40.9,-2.0009,-0.016
Test_3,41,-1.9927,0.1765
Test_3,41.1,-1.9661,0.3514
Test_3,41.2,-1.9229,0.5099
Test_3,41.3,-1.8646,0.6542
Test_3,41.4,-1.7925,0.7864
Test_3,41.5,-1.7077,0.909
Test_3,41.6,-1.611,1.0242
Test_3,41.7,-1.503,1.1338
Test_3,41.8,-1.3843,1.2396
Test_3,41.9,-1.2552,1.3429
Test_3,42,-1.1158,1.4445
Test_3,42.1,-0.9663,1.5448
Test_3,42.2,-0.8069,1.6437
Test_3,42.3,-0.6377,1.7402
Test_3,42.4,-0.459,1.8324
Test_3,42.5,-0.2714,1.9176
Test_3,42.6,-0.0758,1.9918
Test_3,42.7,0.1264,2.0497
Test_3,42.8,0.3334,2.0853
Test_3,42.9,0.5425,2.092
Test_3,43,0.7506,2.0635
Test_3,43.1,0.9539,1.9947
Test_3,43.2,1.1481,1.8832
Test_3,43.3,1.3291,1.73
Test_3,43.4,1.4929,1.54
Test_3,43.5,1.6361,1.3211
Test_3,43.6,1.7565,1.0834
Test_3,43.7,1.8526,0.8377
Test_3,43.8,1.9241,0.5936
Test_3,43.9,1.9716,0.3588
Test_3,44,1.9963,0.1384
Test_3,44.1,1.9999,-0.0647
Test_3,44.2,1.984,-0.2499
Test_3,44.3,1.9504,-0.4179
Test_3,44.4,1.9009,-0.5704
Test_3,44.5,1.8368,-0.7094
Test_3,44.6,1.7594,-0.8375
Test_3,44.7,1.6696,-0.9568
Test_3,44.8,1.5683,-1.0694
Test_3,44.9,1.4559,-1.1773
Test_3,45,1.3329,-1.282
Test_3,45.1,1.1996,-1.3845
Test_3,45.2,1.0561,-1.4856
Test_3,45.3,0.9025,-1.5854
Test_3,45.4,0.739,-1.6834
Test_3,45.5,0.5659,-1.7784
Test_3,45.6,0.3835,-1.8682
Test_3,45.7,0.1926,-1.9495
Test_3,45.8,-0.0059,-2.0177
Test_3,45.9,-0.2104,-2.0673
Test_3,46,-0.4186,-2.0919
Test_3,46.1,-0.6277,-2.085
Test_3,46.2,-0.8343,-2.0405
Test_3,46.3,-1.0344,-1.9544
Test_3,46.4,-1.2238,-1.8256
Test_3,46.5,-1.3982,-1.6566
Test_3,46.6,-1.5539,-1.4537
Test_3,46.7,-1.6881,-1.2258
Test_3,46.8,-1.7986,-0.9836
Test_3,46.9,-1.8847,-0.7375
Test_3,47,-1.9463,-0.4964
Test_3,47.1,-1.9843,-0.267
Test_3,47.2,-2.0002,-0.0534
Test_3,47.3,-1.9956,0.1424
Test_3,47.4,-1.9723,0.3204
Test_3,47.5,-1.9321,0.4818
Test_3,47.6,-1.8765,0.6286
Test_3,47.7,-1.8068,0.7628
Test_3,47.8,-1.7242,0.887
Test_3,47.9,-1.6296,1.0034
Test_3,48,-1.5237,1.1139
Test_3,48.1,-1.407,1.2203
Test_3,48.2,-1.2798,1.324
Test_3,48.3,-1.1423,1.4259
Test_3,48.4,-0.9946,1.5264
Test_3,48.5,-0.837,1.6256
Test_3,48.6,-0.6696,1.7226
Test_3,48.7,-0.4926,1.8159
Test_3,48.8,-0.3066,1.9026
Test_3,48.9,-0.1124,1.9791
Test_3,49,0.0887,2.0405
Test_3,49.1,0.295,2.0808
Test_3,49.2,0.5039,2.0933
Test_3,49.3,0.7125,2.0716
Test_3,49.4,0.9169,2.0105
Test_3,49.5,1.1132,1.907
Test_3,49.6,1.2969,1.7613
Test_3,49.7,1.4641,1.5775
Test_3,49.8,1.6114,1.3632
Test_3,49.9,1.7361,1.1282
Test_4,0,1.5,0
Test_4,0.1,1.4925,-0.1502
Test_4,0.2,1.47,-0.2998
Test_4,0.3,1.4326,-0.4471
Test_4,0.4,1.3807,-0.5905
Test_4,0.5,1.3147,-0.728
Test_4,0.6,1.2353,-0.8581
Test_4,0.7,1.1434,-0.9791
Test_4,0.8,1.0399,-1.0893
Test_4,0.9,0.9259,-1.1875
Test_4,1,0.8028,-1.2725
Test_4,1.1,0.6719,-1.3433
Test_4,1.2,0.5346,-1.3993
Test_4,1.3,0.3925,-1.4401
Test_4,1.4,0.2471,-1.4656
Test_4,1.5,0.0999,-1.4759
Test_4,1.6,-0.0475,-1.4711
Test_4,1.7,-0.1938,-1.4518
Test_4,1.8,-0.3374,-1.4186
Test_4,1.9,-0.4771,-1.372
Test_4,2,-0.6114,-1.3128
Test_4,2.1,-0.7392,-1.2418
Test_4,2.2,-0.8594,-1.1596
Test_4,2.3,-0.9708,-1.0671
Test_4,2.4,-1.0725,-0.9651
Test_4,2.5,-1.1635,-0.8543
Test_4,2.6,-1.2431,-0.7357
Test_4,2.7,-1.3105,-0.61
Test_4,2.8,-1.3649,-0.4783
Test_4,2.9,-1.4059,-0.3415
Test_4,3,-1.4331,-0.2008
Test_4,3.1,-1.446,-0.0575
Test_4,3.2,-1.4445,0.0873
Test_4,3.3,-1.4286,0.2319
Test_4,3.4,-1.3982,0.3749
Test_4,3.5,-1.3537,0.5146
Test_4,3.6,-1.2955,0.6493
Test_4,3.7,-1.2241,0.7775
Test_4,3.8,-1.1402,0.8975
Test_4,3.9,-1.0449,1.0078
Test_4,4,-0.939,1.107
Test_4,4.1,-0.8239,1.1939
Test_4,4.2,-0.7007,1.2676
Test_4,4.3,-0.5708,1.3274
Test_4,4.4,-0.4357,1.3727
Test_4,4.5,-0.2968,1.4034
Test_4,4.6,-0.1555,1.4193
Test_4,4.7,-0.0134,1.4207
Test_4,4.8,0.1282,1.4079
Test_4,4.9,0.2677,1.3814
Test_4,5,0.404,1.3418
Test_4,5.1,0.5357,1.2896
Test_4,5.2,0.6615,1.2257
Test_4,5.3,0.7804,1.1507
Test_4,5.4,0.8913,1.0653
Test_4,5.5,0.9932,0.9705
Test_4,5.6,1.0851,0.8668
Test_4,5.7,1.1663,0.7553
Test_4,5.8,1.2359,0.6366
Test_4,5.9,1.2934,0.5117
Test_4,6,1.3381,0.3817
