batch,time,x,y
Train_5,41.9,-1.6474,0.8911
Train_5,42,-1.5539,0.9782
Train_5,42.1,-1.4518,1.0642
Train_5,42.2,-1.341,1.1513
Train_5,42.3,-1.2214,1.241
Train_5,42.4,-1.0927,1.3349
Train_5,42.5,-0.9543,1.4339
Train_5,42.6,-0.8057,1.5387
Train_5,42.7,-0.6464,1.6489
Train_5,42.8,-0.4758,1.7633
Train_5,42.9,-0.2936,1.8792
Train_5,43,-0.1,1.9917
Train_5,43.1,0.1043,2.0934
Train_5,43.2,0.3179,2.174
Train_5,43.3,0.538,2.2207
Train_5,43.4,0.7605,2.2197
Train_5,43.5,0.9799,2.1588
Train_5,43.6,1.19,2.0312
Train_5,43.7,1.384,1.8383
Train_5,43.8,1.5559,1.5912
Train_5,43.9,1.701,1.3081
Train_5,44,1.817,1.0105
Train_5,44.1,1.9033,0.718
Train_5,44.2,1.9613,0.4453
Train_5,44.3,1.9933,0.2008
Train_5,44.4,2.0024,-0.0129
Train_5,44.5,1.9917,-0.1967
Train_5,44.6,1.964,-0.3542
Train_5,44.7,1.9216,-0.4899
Train_5,44.8,1.8666,-0.6082
Train_5,44.9,1.8004,-0.7134
Train_5,45,1.7242,-0.8095
Train_5,45.1,1.6387,-0.8996
Train_5,45.2,1.5444,-0.9865
Train_5,45.3,1.4414,-1.0725
Train_5,45.4,1.3298,-1.1598
Train_5,45.5,1.2094,-1.2499
Train_5,45.6,1.0797,-1.3442
Train_5,45.7,0.9404,-1.4438
Train_5,45.8,0.7908,-1.5491
Train_5,45.9,0.6304,-1.6598
Train_5,46,0.4587,-1.7745
Train_5,46.1,0.2754,-1.8903
Train_5,46.2,0.0807,-2.0022
Train_5,46.3,-0.1246,-2.1023
Train_5,46.4,-0.339,-2.1802
Train_5,46.5,-0.5595,-2.2229
Train_5,46.6,-0.7819,-2.2165
Train_5,46.7,-1.0008,-2.1494
Train_5,46.8,-1.2096,-2.0153
Train_5,46.9,-1.4017,-1.8166
Train_5,47,-1.5711,-1.5651
Train_5,47.1,-1.7135,-1.2796
Train_5,47.2,-1.8266,-0.9817
Train_5,47.3,-1.9101,-0.6906
Train_5,47.4,-1.9654,-0.4204
Train_5,47.5,-1.9951,-0.1788
Train_5,47.6,-2.0022,0.0319
Train_5,47.7,-1.9898,0.213
Train_5,47.8,-1.9605,0.3682
Train_5,47.9,-1.9168,0.502
Train_5,48,-1.8607,0.6188
Train_5,48.1,-1.7935,0.7231
Train_5,48.2,-1.7163,0.8184
Train_5,48.3,-1.63,0.9081
Train_5,48.4,-1.5348,0.9948
Train_5,48.5,-1.431,1.0809
Train_5,48.6,-1.3186,1.1683
Train_5,48.7,-1.1973,1.2588
Train_5,48.8,-1.0667,1.3536
Train_5,48.9,-0.9264,1.4537
Train_5,49,-0.7758,1.5595
Train_5,49.1,-0.6143,1.6707
Train_5,49.2,-0.4415,1.7857
Train_5,49.3,-0.2571,1.9014
Train_5,49.4,-0.0614,2.0125
Train_5,49.5,0.145,2.111
Train_5,49.6,0.3601,2.1861
Train_5,49.7,0.581,2.2246
Train_5,49.8,0.8033,2.2129
Train_5,49.9,1.0215,2.1394
Train_6,0,1.5,0
Train_6,0.1,1.4927,-0.1434
Train_6,0.2,1.4717,-0.2742
Train_6,0.3,1.4383,-0.3936
Train_6,0.4,1.3933,-0.5037
Train_6,0.5,1.3378,-0.6067
Train_6,0.6,1.2721,-0.705
Train_6,0.7,1.1968,-0.8008
Train_6,0.8,1.112,-0.8966
Train_6,0.9,1.0175,-0.9942
Train_6,1,0.913,-1.0958
Train_6,1.1,0.7981,-1.2029
Train_6,1.2,0.6722,-1.3169
Train_6,1.3,0.5345,-1.4385
Train_6,1.4,0.3843,-1.5673
Train_6,1.5,0.2209,-1.7013
Train_6,1.6,0.044,-1.836
Train_6,1.7,-0.1461,-1.9633
Train_6,1.8,-0.348,-2.0709
Train_6,1.9,-0.5591,-2.1424
Train_6,2,-0.7747,-2.159
Train_6,2.1,-0.9885,-2.1035
Train_6,2.2,-1.1927,-1.9668
Train_6,2.3,-1.3792,-1.7523
Train_6,2.4,-1.5411,-1.4775
Train_6,2.5,-1.6736,-1.1695
Train_6,2.6,-1.7749,-0.8569
Train_6,2.7,-1.8456,-0.5629
Train_6,2.8,-1.8885,-0.3013
Train_6,2.9,-1.9071,-0.0774
Train_6,3,-1.9052,0.1099
Train_6,3.1,-1.8862,0.2651
Train_6,3.2,-1.8531,0.3942
Train_6,3.3,-1.8081,0.5033
Train_6,3.4,-1.7529,0.5976
Train_6,3.5,-1.6889,0.6818
Train_6,3.6,-1.6168,0.7597
Train_6,3.7,-1.537,0.8345
Train_6,3.8,-1.4499,0.9088
Train_6,3.9,-1.3552,0.985
Train_6,4,-1.2527,1.0651
Train_6,4.1,-1.142,1.1513
Train_6,4.2,-1.0222,1.2451
Train_6,4.3,-0.8926,1.3484
Train_6,4.4,-0.7522,1.4624
Train_6,4.5,-0.5998,1.5878
Train_6,4.6,-0.4343,1.7242
Train_6,4.7,-0.2547,1.8693
Train_6,4.8,-0.0603,2.0174
Train_6,4.9,0.1486,2.1585
Train_6,5,0.3706,2.277
Train_6,5.1,0.6025,2.3515
Train_6,5.2,0.8387,2.3582
Train_6,5.3,1.0712,2.2762
Train_6,5.4,1.2907,2.0967
Train_6,5.5,1.4876,1.829
Train_6,5.6,1.6544,1.4999
Train_6,5.7,1.7867,1.1458
Train_6,5.8,1.8839,0.8009
Train_6,5.9,1.948,0.4891
Train_6,6,1.9832,0.2218
Train_6,6.1,1.994,0.0006
Train_6,6.2,1.9847,-0.1794
Train_6,6.3,1.9592,-0.3252
Train_6,6.4,1.9205,-0.4444
Train_6,6.5,1.871,-0.5441
Train_6,6.6,1.8122,-0.6299
Train_6,6.7,1.7453,-0.7065
Train_6,6.8,1.6711,-0.7777
Train_6,6.9,1.5898,-0.8465
Train_6,7,1.5018,-0.9154
Train_6,7.1,1.4067,-0.9866
Train_6,7.2,1.3043,-1.0622
Train_6,7.3,1.194,-1.1438
Train_6,7.4,1.0753,-1.2334
Train_6,7.5,0.9471,-1.3324
Train_6,7.6,0.8084,-1.4424
Train_6,7.7,0.6582,-1.5643
Train_6,7.8,0.4952,-1.698
Train_6,7.9,0.3182,-1.8418
Train_6,8,0.1266,-1.9913
Train_6,8.1,-0.0799,-2.1377
Train_6,8.2,-0.3004,-2.2669
Train_6,8.3,-0.5321,-2.3587
Train_6,8.4,-0.77,-2.3888
Train_6,8.5,-1.007,-2.3341
Train_6,8.6,-1.2336,-2.1808
Train_6,8.7,-1.44,-1.9327
Train_6,8.8,-1.6177,-1.6129
Train_6,8.9,-1.7613,-1.257
Train_6,9,-1.8691,-0.9019
Train_6,9.1,-1.9427,-0.5755
Train_6,9.2,-1.9857,-0.2928
Train_6,9.3,-2.0028,-0.0575
Train_6,9.4,-1.9986,0.134
Train_6,9.5,-1.9772,0.2887
Train_6,9.6,-1.9419,0.4144
Train_6,9.7,-1.8951,0.5186
Train_6,9.8,-1.8387,0.6072
Train_6,9.9,-1.774,0.6854
Train_6,10,-1.7018,0.7572
Train_6,10.1,-1.6226,0.8257
Train_6,10.2,-1.5367,0.8937
Train_6,10.3,-1.4438,0.9634
Train_6,10.4,-1.3439,1.0368
Train_6,10.5,-1.2363,1.1158
Train_6,10.6,-1.1205,1.2021
Train_6,10.7,-0.9956,1.2975
Train_6,10.8,-0.8606,1.4033
Train_6,10.9,-0.7145,1.5208
Train_6,11,-0.5561,1.6504
Train_6,11.1,-0.3841,1.791
Train_6,11.2,-0.1976,1.9393
Train_6,11.3,0.0038,2.0883
Train_6,11.4,0.2197,2.2259
Train_6,11.5,0.448,2.3339
Train_6,11.6,0.6847,2.3891
Train_6,11.7,0.9233,2.3669
Train_6,11.8,1.1549,2.2493
Train_6,11.9,1.3698,2.033
Train_6,12,1.5587,1.7346
Train_6,12.1,1.7151,1.3866
Train_6,12.2,1.8357,1.027
Train_6,12.3,1.9211,0.6876
Train_6,12.4,1.9745,0.3881
Train_6,12.5,2.0003,0.1359
Train_6,12.6,2.0032,-0.0706
Train_6,12.7,1.9875,-0.2375
Train_6,12.8,1.9568,-0.3727
Train_6,12.9,1.9138,-0.4837
Train_6,13,1.8607,-0.5771
Train_6,13.1,1.7988,-0.6585
Train_6,13.2,1.7292,-0.7321
Train_6,13.3,1.6525,-0.8014
Train_6,13.4,1.569,-0.8693
Train_6,13.5,1.4786,-0.938
Train_6,13.6,1.3813,-1.0098
Train_6,13.7,1.2765,-1.0865
Train_6,13.8,1.1637,-1.17
Train_6,13.9,1.0422,-1.2618
Train_6,14,0.911,-1.3637
Train_6,14.1,0.7691,-1.4768
Train_6,14.2,0.6153,-1.6021
Train_6,14.3,0.4483,-1.7389
Train_6,14.4,0.2672,-1.885
Train_6,14.5,0.0712,-2.0349
Train_6,14.6,-0.1396,-2.1784
Train_6,14.7,-0.3638,-2.2997
Train_6,14.8,-0.5981,-2.377
Train_6,14.9,-0.8369,-2.3855
Train_6,15,-1.0721,-2.3039
Train_6,15.1,-1.2943,-2.1226
Train_6,15.2,-1.4936,-1.8509
Train_6,15.3,-1.6624,-1.5165
Train_6,15.4,-1.7961,-1.1569
Train_6,15.5,-1.8941,-0.8071
Train_6,15.6,-1.9587,-0.4916
Train_6,15.7,-1.994,-0.222
Train_6,15.8,-2.0047,0.0006
Train_6,15.9,-1.9953,0.181
Train_6,16,-1.9696,0.3267
Train_6,16.1,-1.9308,0.4457
Train_6,16.2,-1.8811,0.5448
Train_6,16.3,-1.8223,0.63
Train_6,16.4,-1.7554,0.706
Train_6,16.5,-1.6813,0.7765
Train_6,16.6,-1.6002,0.8446
Train_6,16.7,-1.5124,0.9128
Train_6,16.8,-1.4176,0.9832
Train_6,16.9,-1.3156,1.058
Train_6,17,-1.2058,1.1387
Train_6,17.1,-1.0876,1.2273
Train_6,17.2,-0.96,1.3254
Train_6,17.3,-0.8221,1.4343
Train_6,17.4,-0.6728,1.5551
Train_6,17.5,-0.5107,1.6878
Train_6,17.6,-0.3348,1.831
Train_6,17.7,-0.1443,1.9804
Train_6,17.8,0.0612,2.1278
Train_6,17.9,0.2807,2.2594
Train_6,18,0.5119,2.3555
Train_6,18.1,0.7499,2.3919
Train_6,18.2,0.9875,2.3451
Train_6,18.3,1.2156,2.2
Train_6,18.4,1.4243,1.9589
Train_6,18.5,1.6049,1.6433
Train_6,18.6,1.7516,1.2884
Train_6,18.7,1.8625,0.9315
Train_6,18.8,1.9388,0.6015
Train_6,18.9,1.9842,0.3146
Train_6,19,2.0033,0.0752
Train_6,19.1,2.0007,-0.1197
Train_6,19.2,1.9806,-0.2772
Train_6,19.3,1.9463,-0.405
Train_6,19.4,1.9004,-0.5106
Train_6,19.5,1.8447,-0.6003
Train_6,19.6,1.7807,-0.6792
Train_6,19.7,1.7091,-0.7513
Train_6,19.8,1.6305,-0.8199
Train_6,19.9,1.5451,-0.8878
Train_6,20,1.4529,-0.9572
Train_6,20.1,1.3536,-1.0301
Train_6,20.2,1.2467,-1.1085
Train_6,20.3,1.1316,-1.194
Train_6,20.4,1.0076,-1.2885
Train_6,20.5,0.8736,-1.3933
Train_6,20.6,0.7286,-1.5097
Train_6,20.7,0.5713,-1.6382
Train_6,20.8,0.4005,-1.7779
Train_6,20.9,0.2154,-1.9257
Train_6,21,0.0153,-2.0751
Train_6,21.1,-0.1993,-2.2144
Train_6,21.2,-0.4266,-2.3261
Train_6,21.3,-0.6628,-2.3872
Train_6,21.4,-0.9015,-2.373
Train_6,21.5,-1.1342,-2.2645
Train_6,21.6,-1.3511,-2.0569
Train_6,21.7,-1.5428,-1.7648
Train_6,21.8,-1.7023,-1.4197
Train_6,21.9,-1.8262,-1.0596
Train_6,22,-1.9148,-0.7173
Train_6,22.1,-1.971,-0.4136
Train_6,22.2,-1.9991,-0.157
Train_6,22.3,-2.0039,0.0535
Train_6,22.4,-1.9898,0.2237
Train_6,22.5,-1.9603,0.3614
Train_6,22.6,-1.9183,0.4743
Train_6,22.7,-1.866,0.5692
Train_6,22.8,-1.8049,0.6514
Train_6,22.9,-1.736,0.7256
Train_6,23,-1.6599,0.7951
Train_6,23.1,-1.577,0.863
Train_6,23.2,-1.4873,0.9316
Train_6,23.3,-1.3906,1.003
Train_6,23.4,-1.2865,1.0792
Train_6,23.5,-1.1745,1.162
Train_6,23.6,-1.0539,1.253
Train_6,23.7,-0.9236,1.3538
Train_6,23.8,-0.7827,1.4659
Train_6,23.9,-0.63,1.59
Train_6,24,-0.4643,1.7258
Train_6,24.1,-0.2845,1.8713
Train_6,24.2,-0.0899,2.0211
Train_6,24.3,0.1195,2.1658
Train_6,24.4,0.3425,2.29
Train_6,24.5,0.5761,2.3723
Train_6,24.6,0.8148,2.3883
Train_6,24.7,1.0508,2.3156
Train_6,24.8,1.2746,2.1435
Train_6,24.9,1.4764,1.8792
Train_6,25,1.6482,1.5491
Train_6,25.1,1.7853,1.1902
Train_6,25.2,1.8865,0.8382
Train_6,25.3,1.954,0.5189
Train_6,25.4,1.9918,0.2449
Train_6,25.5,2.0046,0.0181
Train_6,25.6,1.9969,-0.1659
Train_6,25.7,1.9726,-0.3145
Train_6,25.8,1.9349,-0.4356
Train_6,25.9,1.8861,-0.5363
Train_6,26,1.8281,-0.6226
Train_6,26.1,1.7619,-0.6993
Train_6,26.2,1.6884,-0.7701
Train_6,26.3,1.608,-0.8383
Train_6,26.4,1.5208,-0.9064
Train_6,26.5,1.4266,-0.9766
Train_6,26.6,1.3253,-1.0508
Train_6,26.7,1.2163,-1.131
Train_6,26.8,1.0989,-1.2188
Train_6,26.9,0.9722,-1.3159
Train_6,27,0.8353,-1.4237
Train_6,27.1,0.6871,-1.5434
Train_6,27.2,0.5263,-1.6751
Train_6,27.3,0.3517,-1.8174
Train_6,27.4,0.1625,-1.9665
Train_6,27.5,-0.0416,-2.1146
Train_6,27.6,-0.2599,-2.2483
Train_6,27.7,-0.4901,-2.3487
Train_6,27.8,-0.7277,-2.3917
Train_6,27.9,-0.9658,-2.3534
Train_6,28,-1.1951,-2.2177
Train_6,28.1,-1.406,-1.9848
Train_6,28.2,-1.5895,-1.6747
Train_6,28.3,-1.7395,-1.3218
Train_6,28.4,-1.8537,-0.9637
Train_6,28.5,-1.9331,-0.6304
Train_6,28.6,-1.9812,-0.3391
Train_6,28.7,-2.0025,-0.0954
Train_6,28.8,-2.0018,0.1034
Train_6,28.9,-1.9831,0.264
Train_6,29,-1.95,0.3942
Train_6,29.1,-1.905,0.5016
Train_6,29.2,-1.8502,0.5925
Train_6,29.3,-1.7869,0.6722
Train_6,29.4,-1.716,0.7448
Train_6,29.5,-1.6381,0.8136
Train_6,29.6,-1.5533,0.8815
Train_6,29.7,-1.4617,0.9507
Train_6,29.8,-1.3631,1.0232
Train_6,29.9,-1.2569,1.101
Train_6,30,-1.1426,1.1858
Train_6,30.1,-1.0195,1.2793
Train_6,30.2,-0.8864,1.3831
Train_6,30.3,-0.7425,1.4984
Train_6,30.4,-0.5864,1.6258
Train_6,30.5,-0.4169,1.7645
Train_6,30.6,-0.2332,1.9118
Train_6,30.7,-0.0345,2.0615
Train_6,30.8,0.1788,2.2024
Train_6,30.9,0.4051,2.3175
Train_6,31,0.6407,2.3843
Train_6,31.1,0.8796,2.3781
Train_6,31.2,1.1132,2.2788
Train_6,31.3,1.332,2.08
Train_6,31.4,1.5263,1.7946
Train_6,31.5,1.689,1.4528
Train_6,31.6,1.8163,1.0926
Train_6,31.7,1.908,0.7475
Train_6,31.8,1.967,0.4398
Train_6,31.9,1.9976,0.1787
Train_6,32,2.0043,-0.0358
Train_6,32.1,1.9918,-0.2094
Train_6,32.2,1.9636,-0.3498
Train_6,32.3,1.9226,-0.4647
Train_6,32.4,1.8712,-0.561
Train_6,32.5,1.8109,-0.6442
Train_6,32.6,1.7427,-0.7189
Train_6,32.7,1.6673,-0.7888
Train_6,32.8,1.585,-0.8567
Train_6,32.9,1.4959,-0.9252
Train_6,33,1.3998,-0.9963
Train_6,33.1,1.2965,-1.0719
Train_6,33.2,1.1852,-1.154
Train_6,33.3,1.0654,-1.2441
Train_6,33.4,0.9361,-1.344
Train_6,33.5,0.7962,-1.455
Train_6,33.6,0.6447,-1.578
Train_6,33.7,0.4802,-1.7128
Train_6,33.8,0.3018,-1.8575
Train_6,33.9,0.1086,-2.0073
Train_6,34,-0.0995,-2.153
Train_6,34.1,-0.3214,-2.2799
Train_6,34.2,-0.5542,-2.3671
Train_6,34.3,-0.7927,-2.3903
Train_6,34.4,-1.0293,-2.3265
Train_6,34.5,-1.2547,-2.1635
Train_6,34.6,-1.4589,-1.9069
Train_6,34.7,-1.6337,-1.5814
Train_6,34.8,-1.7741,-1.2236
Train_6,34.9,-1.8786,-0.8697
Train_6,35,-1.9491,-0.5467
Train_6,35.1,-1.9894,-0.2682
Train_6,35.2,-2.0043,-0.0372
Train_6,35.3,-1.9983,0.1505
Train_6,35.4,-1.9754,0.302
Train_6,35.5,-1.9389,0.4254
Train_6,35.6,-1.8911,0.5277
Train_6,35.7,-1.8338,0.6151
Train_6,35.8,-1.7684,0.6925
Train_6,35.9,-1.6955,0.7637
Train_6,36,-1.6157,0.8321
Train_6,36.1,-1.5291,0.9001
Train_6,36.2,-1.4356,0.97
Train_6,36.3,-1.335,1.0437
Train_6,36.4,-1.2267,1.1233
Train_6,36.5,-1.1101,1.2103
Train_6,36.6,-0.9843,1.3064
Train_6,36.7,-0.8485,1.4133
Train_6,36.8,-0.7013,1.5318
Train_6,36.9,-0.5417,1.6624
Train_6,37,-0.3685,1.8039
Train_6,37.1,-0.1807,1.9526
Train_6,37.2,0.0221,2.1012
Train_6,37.3,0.2392,2.237
Train_6,37.4,0.4684,2.3415
Train_6,37.5,0.7056,2.3908
Train_6,37.6,0.9439,2.3609
Train_6,37.7,1.1746,2.2344
Train_6,37.8,1.3875,2.01
Train_6,37.9,1.5739,1.7058
Train_6,38,1.7271,1.3552
Train_6,38.1,1.8446,0.9962
Train_6,38.2,1.9271,0.6596
Train_6,38.3,1.9779,0.3641
Train_6,38.4,2.0016,0.116
Train_6,38.5,2.0027,-0.0867
Train_6,38.6,1.9855,-0.2505
Train_6,38.7,1.9536,-0.3833
Train_6,38.8,1.9096,-0.4925
Train_6,38.9,1.8557,-0.5847
Train_6,39,1.7931,-0.6652
Train_6,39.1,1.7229,-0.7383
Train_6,39.2,1.6456,-0.8073
Train_6,39.3,1.5614,-0.8752
Train_6,39.4,1.4705,-0.9441
Train_6,39.5,1.3725,-1.0163
Train_6,39.6,1.2671,-1.0935
Train_6,39.7,1.1536,-1.1776
Train_6,39.8,1.0313,-1.2703
Train_6,39.9,0.8992,-1.373
Train_6,40,0.7563,-1.4872
Train_6,40.1,0.6013,-1.6135
Train_6,40.2,0.4332,-1.7513
Train_6,40.3,0.2508,-1.898
Train_6,40.4,0.0535,-2.0478
Train_6,40.5,-0.1585,-2.1901
Train_6,40.6,-0.3837,-2.3085
Train_6,40.7,-0.6187,-2.3808
Train_6,40.8,-0.8575,-2.3823
Train_6,40.9,-1.0921,-2.2922
Train_6,41,-1.3126,-2.1023
Train_6,41.1,-1.5096,-1.8239
Train_6,41.2,-1.6754,-1.4858
Train_6,41.3,-1.806,-1.1257
Train_6,41.4,-1.901,-0.7781
Train_6,41.5,-1.9628,-0.4663
Train_6,41.6,-1.9958,-0.2009
Train_6,41.7,-2.0046,0.0178
Train_6,41.8,-1.9936,0.1949
Train_6,41.9,-1.9667,0.338
Train_6,42,-1.9269,0.455
Train_6,42.1,-1.8764,0.5527
Train_6,42.2,-1.8168,0.6369
Train_6,42.3,-1.7493,0.7123
Train_6,42.4,-1.6745,0.7825
Train_6,42.5,-1.5929,0.8505
Train_6,42.6,-1.5044,0.9188
Train_6,42.7,-1.409,0.9895
Train_6,42.8,-1.3064,1.0647
Train_6,42.9,-1.1959,1.1461
Train_6,43,-1.0769,1.2354
Train_6,43.1,-0.9485,1.3344
Train_6,43.2,-0.8096,1.4443
Train_6,43.3,-0.6592,1.5661
Train_6,43.4,-0.496,1.6999
Train_6,43.5,-0.3189,1.8438
Train_6,43.6,-0.1271,1.9934
Train_6,43.7,0.0797,2.1401
Train_6,43.8,0.3004,2.2694
Train_6,43.9,0.5323,2.3614
Train_6,44,0.7706,2.3915
Train_6,44.1,1.0078,2.3365
Train_6,44.2,1.2346,2.1827
Train_6,44.3,1.4411,1.934
Train_6,44.4,1.619,1.6135
Train_6,44.5,1.7626,1.257
Train_6,44.6,1.8704,0.9015
Train_6,44.7,1.9439,0.5748
Train_6,44.8,1.9868,0.292
Train_6,44.9,2.0039,0.0567
Train_6,45,1.9996,-0.1347
Train_6,45.1,1.9782,-0.2893
Train_6,45.2,1.9427,-0.415
Train_6,45.3,1.8959,-0.519
Train_6,45.4,1.8395,-0.6075
Train_6,45.5,1.7747,-0.6856
Train_6,45.6,1.7026,-0.7573
Train_6,45.7,1.6234,-0.8258
Train_6,45.8,1.5374,-0.8937
Train_6,45.9,1.4446,-0.9634
Train_6,46,1.3446,-1.0367
Train_6,46.1,1.2371,-1.1156
Train_6,46.2,1.1213,-1.2019
Train_6,46.3,0.9964,-1.2971
Train_6,46.4,0.8615,-1.4029
Train_6,46.5,0.7154,-1.5203
Train_6,46.6,0.557,-1.6498
Train_6,46.7,0.3851,-1.7904
Train_6,46.8,0.1987,-1.9387
Train_6,46.9,-0.0027,-2.0878
Train_6,47,-0.2185,-2.2255
Train_6,47.1,-0.4468,-2.3337
Train_6,47.2,-0.6835,-2.3892
Train_6,47.3,-0.9221,-2.3675
Train_6,47.4,-1.1538,-2.2504
Train_6,47.5,-1.3688,-2.0345
Train_6,47.6,-1.558,-1.7364
Train_6,47.7,-1.7145,-1.3885
Train_6,47.8,-1.8353,-1.0288
Train_6,47.9,-1.9209,-0.6892
Train_6,48,-1.9745,-0.3895
Train_6,48.1,-2.0004,-0.137
Train_6,48.2,-2.0034,0.0697
Train_6,48.3,-1.9878,0.2368
Train_6,48.4,-1.9571,0.3721
Train_6,48.5,-1.9142,0.4832
Train_6,48.6,-1.861,0.5767
Train_6,48.7,-1.7992,0.6581
Train_6,48.8,-1.7297,0.7317
Train_6,48.9,-1.653,0.801
Train_6,49,-1.5695,0.8689
Train_6,49.1,-1.4792,0.9377
Train_6,49.2,-1.3819,1.0094
Train_6,49.3,-1.2771,1.0861
Train_6,49.4,-1.1644,1.1695
Train_6,49.5,-1.043,1.2613
Train_6,49.6,-0.9118,1.3631
Train_6,49.7,-0.77,1.4762
Train_6,49.8,-0.6162,1.6013
Train_6,49.9,-0.4493,1.7381
Test_1,0,1.5,0
Test_1,0.1,1.4925,-0.1507
Test_1,0.2,1.4699,-0.3016
Test_1,0.3,1.4322,-0.451
Test_1,0.4,1.3798,-0.5969
Test_1,0.5,1.313,-0.737
Test_1,0.6,1.2326,-0.8694
Test_1,0.7,1.1395,-0.9919
Test_1,0.8,1.0346,-1.1026
Test_1,0.9,0.9194,-1.1999
Test_1,1,0.7951,-1.2824
Test_1,1.1,0.6634,-1.3493
Test_1,1.2,0.5258,-1.3999
Test_1,1.3,0.384,-1.4342
Test_1,1.4,0.2395,-1.4524
Test_1,1.5,0.094,-1.4549
Test_1,1.6,-0.051,-1.4426
Test_1,1.7,-0.194,-1.4163
Test_1,1.8,-0.3338,-1.3769
Test_1,1.9,-0.469,-1.3254
Test_1,2,-0.5985,-1.2627
Test_1,2.1,-0.7212,-1.1897
Test_1,2.2,-0.8361,-1.1073
Test_1,2.3,-0.9423,-1.0161
Test_1,2.4,-1.0391,-0.9168
Test_1,2.5,-1.1254,-0.8099
Test_1,2.6,-1.2008,-0.6962
Test_1,2.7,-1.2645,-0.5761
Test_1,2.8,-1.3158,-0.4504
Test_1,2.9,-1.3544,-0.3198
Test_1,3,-1.3797,-0.1852
Test_1,3.1,-1.3913,-0.0476
Test_1,3.2,-1.3891,0.0917
Test_1,3.3,-1.373,0.2314
Test_1,3.4,-1.3429,0.3699
Test_1,3.5,-1.2991,0.5054
Test_1,3.6,-1.242,0.636
Test_1,3.7,-1.1721,0.76
Test_1,3.8,-1.0903,0.8755
Test_1,3.9,-0.9973,0.9808
Test_1,4,-0.8945,1.0744
Test_1,4.1,-0.7829,1.1551
Test_1,4.2,-0.6639,1.2218
Test_1,4.3,-0.539,1.274
Test_1,4.4,-0.4096,1.3115
Test_1,4.5,-0.2772,1.3342
Test_1,4.6,-0.1433,1.3424
Test_1,4.7,-0.0092,1.3368
Test_1,4.8,0.1237,1.3178
Test_1,4.9,0.254,1.2863
Test_1,5,0.3805,1.2432
Test_1,5.1,0.5022,1.1892
Test_1,5.2,0.618,1.1252
Test_1,5.3,0.727,1.052
Test_1,5.4,0.8282,0.9702
Test_1,5.5,0.9208,0.8805
Test_1,5.6,1.004,0.7835
Test_1,5.7,1.0772,0.68
Test_1,5.8,1.1398,0.5705
Test_1,5.9,1.1912,0.4557
Test_1,6,1.2308,0.3363
Test_1,6.1,1.2583,0.2133
Test_1,6.2,1.2734,0.0875
Test_1,6.3,1.2757,-0.0399
Test_1,6.4,1.2654,-0.1677
Test_1,6.5,1.2422,-0.2945
Test_1,6.6,1.2065,-0.4188
Test_1,6.7,1.1586,-0.5391
Test_1,6.8,1.0989,-0.6537
Test_1,6.9,1.0281,-0.7611
Test_1,7,0.947,-0.8597
Test_1,7.1,0.8565,-0.9483
Test_1,7.2,0.7577,-1.0256
Test_1,7.3,0.6518,-1.0908
Test_1,7.4,0.54,-1.1433
Test_1,7.5,0.4236,-1.1826
Test_1,7.6,0.3039,-1.2086
Test_1,7.7,0.1823,-1.2215
Test_1,7.8,0.06,-1.2216
Test_1,7.9,-0.0616,-1.2093
Test_1,8,-0.1814,-1.1853
Test_1,8.1,-0.2983,-1.1503
Test_1,8.2,-0.4112,-1.105
Test_1,8.3,-0.519,-1.05
Test_1,8.4,-0.6209,-0.9861
Test_1,8.5,-0.7159,-0.9139
Test_1,8.6,-0.8034,-0.8342
Test_1,8.7,-0.8825,-0.7475
Test_1,8.8,-0.9527,-0.6546
Test_1,8.9,-1.0133,-0.556
Test_1,9,-1.0637,-0.4525
Test_1,9.1,-1.1036,-0.3447
Test_1,9.2,-1.1325,-0.2335
Test_1,9.3,-1.1502,-0.1198
Test_1,9.4,-1.1565,-0.0046
Test_1,9.5,-1.1511,0.1111
Test_1,9.6,-1.1343,0.2259
Test_1,9.7,-1.106,0.3388
Test_1,9.8,-1.0666,0.4482
Test_1,9.9,-1.0165,0.5529
Test_1,10,-0.9563,0.6514
Test_1,10.1,-0.8865,0.7426
Test_1,10.2,-0.808,0.8252
Test_1,10.3,-0.7218,0.8982
Test_1,10.4,-0.6287,0.9607
Test_1,10.5,-0.53,1.0121
Test_1,10.6,-0.4267,1.052
Test_1,10.7,-0.32,1.0802
Test_1,10.8,-0.2111,1.0967
Test_1,10.9,-0.1011,1.1016
Test_1,11,0.0089,1.0952
Test_1,11.1,0.1176,1.078
Test_1,11.2,0.2241,1.0506
Test_1,11.3,0.3274,1.0135
Test_1,11.4,0.4265,0.9672
Test_1,11.5,0.5206,0.9125
Test_1,11.6,0.6088,0.85
Test_1,11.7,0.6903,0.7803
Test_1,11.8,0.7646,0.704
Test_1,11.9,0.8309,0.6217
Test_1,12,0.8888,0.5342
Test_1,12.1,0.9376,0.442
Test_1,12.2,0.977,0.3458
Test_1,12.3,1.0067,0.2465
Test_1,12.4,1.0263,0.1448
Test_1,12.5,1.0356,0.0417
Test_1,12.6,1.0346,-0.0619
Test_1,12.7,1.0232,-0.1649
Test_1,12.8,1.0017,-0.2663
Test_1,12.9,0.9701,-0.3649
Test_1,13,0.9288,-0.4595
Test_1,13.1,0.8783,-0.549
Test_1,13.2,0.8192,-0.6323
Test_1,13.3,0.7521,-0.7084
