batch,time,dnaA,dnaN,recF,gyrB,gmhB,glyS,glyQ,betI,def,fbA,pgk,tktA,metK,sahA,metF,cynT2,rhlE1,engB,cycA,dsbA,trmB,rpoH,fdx,nudH,serA,potF1,gcvH,ompR,rho,trxA,hslO,pckA,algP1,algQ,oprQ,lppL,lysA,glnK,hisB,hisA,grxC,secB,rpmG,rpmB,pyrE,glnA,thiI,typA,rph,gmk,rpoZ,hupA,hslU,hslV,rpmE,purE,aspA,oadA,accC,putP,aceF,aceE1,atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB,parA,gidB,gidA,rnpA,rpmH,hfq,hflX,purA,rnr,rpsF,rpsR,rplI,azu,purD,purH,fis,dusB,accC,accB,yqhS,prs,ispE,slyD,rpsT,ribF,ileS,yaaD,rluD,rplM,rpsI,petA,petB,sspA,sspB,gatB,gatA,gatC,mreB,ptsN,rpoX,murA,hisG,mqo,cspA2,ftsZ,lpxC,valS,lepA,lepB,gltI,glpD,glpK,bfr1,argG,metG,fdxA,recA,recX,fpr,lysS,adk,cspA1,map1,rpsB,tsf,pyrH,rrf,uppS,cdsA,lpxD,fabZ,lpxA,accA,pyrG,kdsA,eno1,capB,livJ1,oprM,acrB,acrA,algU,mucA,dapA,purC,rpmF,rne,gap,mqo,gyrA,cmk,rpsA,ihfB,fnl1,cspA3,oprI,cspC,deaD,gltA,sdhC,sdhA,sdhB,sucA,sucB,lpd,sucC,sucD,htpG,fabB,fabA,rdgC,fklB,rplU,hflB,carA,dnaJ,dnaK,grpE,fur,omlA,smpB,glyA,leuS,lipA,lipB,ppa,xseB,dxs,ribH,ssb,bfr2,rplQ,rpoA,rpsD,rpsK,rpsM,rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN,rpsQ,rpmC,rplP,rpsC,rplV,rpsS,rplB,rplW,rplD,rplC,rpsJ,tufB,fusA,rpsG,rpsL,rpoC,rpoB,rplL,rplJ,rplA,rplK,nusG,secE,tyrZ,rpe,rpoD,pqqA
B1-Ctrl,0,296.777971,433.262971,239.837829,385.503229,248.905686,312.667629,352.482629,248.194971,409.7386,395.467629,265.140171,447.210771,264.910343,759.346629,373.285114,195.427457,392.301257,284.767971,592.796486,292.055686,258.158343,370.2354,307.143743,207.352314,435.756286,255.5346,291.279914,234.548229,622.382286,1074.8382,231.527714,526.057657,234.7332,204.138057,664.713286,715.276943,253.502,343.937543,332.456371,246.981771,563.3918,872.500657,8750.270286,8354.379429,206.713714,374.568886,353.282171,1060.390171,242.565829,261.946171,1551.043714,224.232,0,0,4572.858,293.540571,578.7428,149.030543,286.205257,160.150114,726.548971,835.909771,2146.032286,2631.377714,2463.132857,2861.642857,2519.936857,3616.987714,8669.133143,773.3428,323.634857,265.8126,224.303714,1959.747143,13396.93429,1314.528571,283.489971,409.703971,255.7864,7803.228571,14385.35143,5693.719143,363.196543,292.095086,326.2228,385.188943,236.129086,828.511114,1348.289143,524.131829,1860.496857,860.630314,972.673743,6533.071429,216.541571,301.389,344.426257,267.865286,6878.393714,6149.222,1052.179429,736.936229,357.267457,296.401,267.908886,263.535629,597.780714,720.720314,268.753371,652.892771,369.692971,318.462771,258.213743,7756.966571,799.743286,1004.626657,309.881429,299.874429,251.862971,417.214086,195.401829,226.2124,383.210829,703.912914,232.393114,559.089029,430.9814,307.144857,253.455686,437.1542,302.486143,290.657657,255.385743,5916.413143,2728.744571,699.0246,838.818543,391.639371,261.1216,264.287,427.372171,271.160486,506.9162,638.065714,443.686057,484.737743,15331.55143,241.201686,254.724657,222.233743,287.066029,461.205714,648.210914,384.623314,562.578829,3028.528286,494.346114,541.774857,329.976829,367.157514,459.899086,4381.122857,240.572457,236.803686,1265.530571,6354.592857,202.386143,909.340657,528.6606,2467.563143,1113.851857,1368.162857,1104.848571,1054.243114,1329.597143,2142.320571,2284.790857,0,823.557886,1054.431,237.127343,603.962,7681.238857,212.845114,566.633257,141.664457,0,0,404.730943,424.277143,300.145571,533.5064,296.7128,303.845457,263.551914,1010.804086,358.150943,224.784114,613.929457,887.596143,560.794371,7790.243714,5785.936571,6074.328571,8309.679143,7920.238857,23515.83714,3852.696,8450.434,11066.58057,8092.158,4839.459714,8270.297143,9965.186857,9281.151714,8827.439714,6435.281429,7853.462,8205.798286,9535.444286,6658.711429,6581.448857,9399.495714,11649.02857,6902.441714,7852.032857,9309.348,8906.703714,13520.52286,9161.180286,4838.32,9598.043429,9056.381714,1363.210286,1479.206286,11787.49,12459.45143,3912.682,7050.11,2669.050286,4198.938286,222.885743,257.215486,670.568,1940.171143
B1-Ctrl,10,306.618343,445.689743,232.623457,388.215257,235.079771,322.540257,352.053057,236.999343,433.828,394.616257,258.529543,465.096343,250.465086,778.079057,357.401429,208.332514,358.089114,268.186343,639.616771,321.351571,248.033286,324.9948,305.211086,245.626029,462.496771,277.784,306.849829,290.714857,540.835371,1158.9946,229.390629,531.145314,237.2628,231.155714,777.832771,830.860886,272.4732,350.172886,330.619343,242.978543,574.8138,937.151514,8724.412571,8042.978857,194.420029,405.808571,315.636543,941.837343,249.212257,275.169943,1687.609429,260.6426,32.012126,40.437709,4734.114,281.449943,772.6506,164.988086,326.132314,199.841229,685.038143,882.846543,2084.392571,2695.199429,2449.317714,2932.965714,2598.437714,3674.835429,8609.788286,772.6296,327.871314,267.3886,230.929229,1624.264286,13542.68857,1333.391143,304.244143,397.854943,249.3314,7331.059143,13690.24286,5500.352286,457.147886,266.191771,316.8644,376.278086,227.297971,869.693829,1380.102286,548.974257,1645.455714,738.954429,928.047486,6137.428857,218.093143,293.7944,299.031114,247.557371,5910.845429,5715.56,1068.152857,774.169257,334.594114,271.6054,272.210371,268.006457,580.485229,688.698829,291.124743,730.086743,340.075743,315.033743,269.568086,8193.599143,763.779171,894.532714,318.270657,287.481057,226.387143,547.676571,210.609657,276.5286,455.257057,690.606229,232.097029,528.594057,422.1542,300.761114,296.542971,429.7208,324.290086,357.556914,273.744086,5613.344286,2620.439143,663.9346,841.342286,367.318943,238.2514,236.7772,366.981143,248.828371,497.9698,578.258429,388.481114,487.416286,12997.86286,316.639371,279.256114,240.846086,306.872457,356.055629,542.485829,405.071029,529.139457,2999.696571,513.521029,544.532714,320.689857,378.832829,471.673971,4191.251714,276.998514,201.640571,1279.367143,7683.267714,218.451286,806.092114,613.3694,2404.428286,1178.746714,1374.299714,1168.446343,1143.503229,1464.702286,2322.545143,2566.191714,48.452137,847.646971,971.792,258.233886,601.2814,7132.253714,245.023229,506.426914,149.027914,144.012054,110.357251,380.449486,427.191086,286.936743,529.0248,292.6724,297.865714,244.790229,1034.591971,386.566286,231.267429,534.887314,870.373286,512.350543,7595.773429,5509.345143,5743.333143,7836.414286,7515.741714,19805.23429,3562.72,8318.678,11428.15314,7961.248,4664.141429,7980.588286,9484.291714,9494.019429,9071.123429,6135.450857,7441.42,8411.556571,9460.502571,6526.790857,6400.133714,9426.879429,11596.83714,6781.137429,7381.173714,9053.292,8330.421429,12771.50571,9242.310571,4676.656,9179.982857,8758.099429,1322.140571,1403.818571,10888.218,11973.42286,3679.328,6754,2281.778571,3584.072571,217.995686,304.188771,675.936,2118.164286
B1-Ctrl,20,291.994343,411.0116,212.992114,370.2718,216.027543,307.640429,338.2696,227.077343,430.740343,401.260657,260.206829,454.383514,232.026543,743.850143,316.568029,226.211571,336.334686,244.9278,664.201171,337.784657,229.140771,397.165057,315.637571,276.689486,476.935771,318.910314,320.9306,367.1658,513.274629,1226.421143,230.605629,524.551743,271.080629,261.308857,871.513171,918.3444,270.935571,371.667,314.558343,231.995743,563.356457,979.233171,8632.291143,7589.300286,191.820771,412.631771,273.056857,860.563771,234.317686,267.643629,1592.422,325.707486,228.577426,306.707637,4716.274,251.685686,886.289771,199.555657,382.110286,250.449114,700.679886,908.900029,2039.356,2663.662286,2362.246857,2848.075429,2526.563429,3574.075714,8273.525429,739.759286,294.980057,236.186457,212.383857,1416.452571,13415.48,1721.339429,382.615457,383.423657,244.844743,7118.298,13384.06571,5528.541143,606.142143,247.329457,289.309886,339.579029,219.223714,785.361171,1224.171971,504.335857,1468.327714,696.848657,885.305943,5723.112286,216.940086,285.760371,282.882571,229.411943,5533.409429,5546.356857,1109.785143,785.140629,326.669029,276.437086,271.027286,266.278,558.462343,689.365457,307.250286,837.6056,317.472029,294.824343,290.541057,9057.152286,755.0306,841.661086,306.845771,265.127971,206.209857,866.689257,256.761486,352.870257,483.886771,602.533257,219.928629,515.137029,426.584571,291.700971,324.160743,398.654686,362.644457,412.367743,283.646429,5290.706857,2489.292286,614.703171,806.598086,336.295286,215.944486,207.980629,307.247486,208.838429,424.464029,494.926943,340.688543,459.522457,10683.87143,427.468686,272.235229,226.556686,294.212686,394.763429,623.665943,391.594714,485.227943,2847.166571,515.646457,448.490771,266.070543,370.730886,433.914029,3859.109429,335.310457,196.2248,1484.638,9374.614857,230.7156,665.819714,701.785857,2223.504571,1116.362,1308.374286,1084.675486,1068.300143,1395.407143,2279.894,2547.241714,377.024977,746.183771,800.1172,257.161571,647.384914,6868.220857,321.287057,440.857086,204.626971,851.991063,620.32032,372.962629,449.585229,271.110457,496.007457,288.127143,285.102714,242.697743,1059.881371,397.3946,226.392943,499.703343,883.243086,573.371371,7098.044,5142.631714,5362.857143,7300.784286,7030.147143,18505.92571,3300.479429,7872.300286,10999.21057,7509.829714,4449.857714,7616.843714,8991.952857,9016.892857,8580.067429,5611.449143,6908.708286,8059.148857,8731.031714,6091.888571,6038.525429,8976.777714,10896.00657,6356.350857,6870.576857,8641.080857,7831.555429,12006.95714,8892.295429,4401.775143,8625.999143,8189.780857,1207.236286,1272.320286,10040.76514,11306.53429,3472.370571,6377.814571,2020.896857,3176.674857,208.244714,327.298571,681.6756,2278.002571
B1-Ctrl,30,276.047486,374.348314,201.233029,349.0618,226.731486,290.543486,328.444657,197.938143,397.044457,360.858743,246.322771,388.043343,193.143657,612.739857,256.387343,247.979,292.3128,230.970571,651.414257,346.1054,193.975486,465.776171,301.429143,265.562914,441.600943,329.55,355.963771,416.815286,473.932429,1208.945143,221.991086,482.6674,311.999114,270.941171,857.786743,796.5562,242.279343,376.914686,288.181057,207.334629,508.485343,914.857686,8348.038,7563.372286,187.861857,365.883686,240.163971,752.437629,202.816343,246.896771,1336.449429,328.152057,509.117274,679.873514,4494.916857,233.505629,784.7202,219.179571,400.167,259.738486,668.782114,793.835029,2036.148857,2526.236571,2294.796,2738.633143,2437.597429,3551.655143,8638.883143,767.044771,259.557314,215.662343,193.851371,1502.899429,12299.13143,2721.794571,495.645971,351.029714,231.709686,6967.972857,12977.40286,5487.908571,682.876857,231.085314,250.991829,290.023571,197.233,674.321714,1080.347543,424.5634,1399.768,735.517571,792.8562,5386.299143,216.062886,267.3868,298.503343,208.680171,5672.182,5360.700571,1184.783143,798.321229,333.1026,293.738771,254.596543,258.270743,583.876429,679.280314,303.114543,864.403714,292.138229,267.093286,283.7588,10077.70771,744.730429,843.923457,277.842171,257.367514,210.552457,938.396457,296.590343,373.613886,471.285314,510.644886,204.447914,559.668714,426.296029,288.279171,354.808143,357.454743,404.099457,427.040914,282.036429,5155.470857,2430.587429,565.775171,739.647429,321.516657,207.854429,199.009771,293.478314,176.625971,364.5586,442.817,330.231943,425.7554,10047.26886,448.062057,254.745714,207.385257,261.994343,446.979629,770.249229,350.5458,440.184486,2549.857714,481.005657,368.429486,222.027629,336.509086,370.135514,3790.478857,353.478743,201.719571,1836.002571,9117.427714,222.784,553.396486,708.803343,2161.476857,970.472314,1220.71,937.093086,934.351371,1263.635143,2140.049429,2319.045714,1109.814731,619.8274,711.084771,231.484514,673.333171,7019.332286,406.382829,398.102571,326.045771,2100.821143,1582.9502,391.196,450.937457,256.278114,433.213657,272.945743,272.384429,248.674143,1002.947657,352.095457,213.358057,495.522743,860.6768,562.540629,6709.796286,4947.712571,5135.262571,6943.112571,6667.806286,20005.96857,3348.789143,7490.652571,10011.50571,7197.672857,4338.334286,7444.335143,8817.121143,8608.324857,8080.888857,5884.605143,6981.211714,7428.950571,8514.354571,5911.799429,5825.553429,8066.611714,9982.352857,5949.033143,6756.074857,8159.078571,7727.028286,11832.06857,8425.332857,4294.080857,8412.640857,7814.681429,1139.054571,1165.778571,10428.54343,11290.88,3458.325143,6265.034286,2031.362857,3218.131143,200.057086,312.710171,664.887857,2076.701143
B1-Ctrl,40,267.548371,383.793,195.912571,344.104857,232.325686,291.6954,327.126343,187.850057,398.667829,363.525429,243.7514,369.176371,191.363029,565.069314,225.794257,282.698657,268.479829,219.439743,673.794714,379.684629,183.627657,506.400057,292.231714,277.043743,429.831257,341.352429,358.35,437.718229,441.634829,1257.511143,227.541371,460.278457,339.629257,297.941229,821.089314,734.352229,234.115457,398.133286,255.862114,198.535343,477.941771,906.785086,8365.886571,7094.060571,190.015229,367.804314,206.199171,681.972257,198.706029,246.2172,1375.601143,299.044943,669.6864,896.153286,4428.304286,210.093943,682.851314,270.390343,455.315114,220.389771,635.987514,748.385,2040.586286,2519.792286,2277.771429,2758.071143,2458.464,3615.011143,8601.986,773.747086,264.390543,212.611714,185.241086,1413.420743,12217.9,3188.886,566.515029,328.765571,230.741457,6734.638,12518.46,5332.331714,933.062714,206.439543,226.293029,264.755257,172.606743,630.912086,1019.803686,396.752086,1272.287714,681.436314,772.860857,4912.920571,205.461171,255.752429,294.800114,193.991,5279.678286,5034.087714,1206.845714,833.043486,330.008429,291.516486,249.858086,249.778229,548.324086,645.284771,332.211486,938.316657,268.672914,259.073286,257.017457,10009.74229,759.852943,820.164057,263.666629,247.191,209.882571,745.937286,339.053771,364.156629,554.980314,473.773743,200.721229,573.239543,426.283171,273.641114,439.761943,344.282371,416.351,531.500686,305.513257,4936.299429,2302.973714,523.098771,678.148229,302.319143,191.385029,196.6078,288.034229,167.713486,353.3762,421.920029,321.7582,407.5708,9744.571143,395.945571,261.198657,207.839257,254.352229,489.569829,867.0806,353.679171,429.107886,2520.558857,448.843686,351.417457,213.531257,323.124486,361.362086,3697.332,376.700229,201.5882,1961.738286,9534.318571,220.609629,467.402143,682.716486,1959.000857,898.732229,1144.439429,857.413914,852.570514,1158.849714,1891.654286,2043.485429,1572.879714,606.341029,689.6182,227.879257,675.337457,6744.247714,448.736714,366.4016,380.703343,2830.070257,2084.174771,405.546857,453.435057,230.693943,413.721171,250.897829,272.688314,240.157086,970.134229,326.607314,212.664914,471.720086,869.032571,600.995429,6351.21,4710.63,4899.538,6588.720571,6307.254286,19507.86857,3238.752286,7152.913429,9652.176857,6917.119143,4177.626571,7101.606286,8391.052286,8108.802857,7779.411143,5617.715714,6663.635429,6957.248,7973.715714,5665.963429,5468.408,7575.445143,9374.217714,5633.760571,6425.775429,7847.733714,7384.577429,11227.248,8158.521429,4101.379143,8048.437143,7505.769143,1068.597143,1081.287714,10235.62543,11131.41371,3365.697429,6047.382,1879.275429,2919.377143,197.076629,335.831086,666.650771,1925.571429
B1-Ctrl,50,249.357286,408.911514,182.497743,344.9798,223.599,304.242571,319.3078,180.545771,407.884857,401.374629,259.432914,397.644543,204.470943,544.4372,218.9192,323.733086,275.869629,212.308571,710.465114,419.844686,203.764914,533.369,288.248657,285.350571,464.460857,361.280086,358.834171,450.228229,451.342286,1366.941429,242.867771,479.527971,355.466943,333.221114,848.197114,743.5432,243.916571,430.391543,247.574257,207.121086,483.809171,1007.817886,8721.439143,6831.203714,191.378343,409.608,186.367229,648.623943,205.259829,260.585114,1523.653429,311.816657,667.759514,880.8076,4667.531714,214.548029,643.951057,343.2668,498.443457,217.629686,638.807686,757.444457,2052.179714,2617.306,2308.164857,2847.746857,2475.817143,3574.03,8404.528,753.114514,271.9984,210.139371,175.313886,1191.6136,13135.65143,3004.352286,571.539743,335.576,249.045,6485.568286,12399.75429,5223.188,1227.7098,203.794629,232.190829,261.457257,171.370886,648.666314,1056.571543,382.6684,1201.291714,585.9602,834.801914,4667.401429,195.6812,264.803143,287.8222,190.583571,4726.920571,4901.983429,1227.189143,914.200114,340.707743,289.725657,252.995514,248.871257,497.095514,652.342286,358.782714,1068.873771,268.776486,275.1,243.623857,10076.42229,791.413229,800.740629,258.178114,228.272657,192.5322,586.774457,383.037457,376.110971,583.463286,472.52,199.981114,557.982571,419.185686,277.384943,477.604743,359.999314,438.983343,639.794114,314.458686,4546.402571,2154.342857,509.626657,667.289371,288.995286,181.649286,199.4078,272.3134,170.060914,378.668743,418.749457,316.140657,425.396486,8832.351143,376.912229,281.429686,217.693171,273.380029,479.548486,888.262429,379.989229,442.217914,2474.608,442.029857,387.797514,216.038057,336.020457,365.505086,3491.952,416.061057,190.678171,1854.954857,10797.24914,213.6508,430.501857,674.502029,1745.821429,894.022971,1091.688857,827.545457,828.825743,1082.672571,1702.265143,1926.565714,1557.532286,669.008371,674.921571,246.9246,695.995429,6389.943429,439.933314,364.694943,365.153657,2766.967143,1963.785429,419.9398,475.894543,222.346343,449.556686,256.5214,286.307086,241.766171,1018.588514,354.198343,221.807257,453.421543,936.129571,636.661943,6231.364857,4484.464571,4682.740571,6279.650857,5892.751143,17407.88286,2987.061143,6903.053429,9288.416286,6547.462286,4026.657429,6548.041429,7773.283429,7826.619714,7423.817714,5155.524857,6085.559714,6675.746,7599.321714,5368.186571,5200.400857,7320.218857,8816.967429,5482.896,5856.118571,7487.800857,6860.901429,10470.49086,8104.874857,3899.282857,7710.007714,7272.577714,1032.796,1023.075429,9305.095429,10443.148,3163.438286,5747.654,1686.761714,2473.456857,196.649429,381.094714,665.578571,2399.759714
B1-Ctrl,60,230.961914,401.071143,177.250971,344.375171,214.973257,299.661114,307.760914,174.9266,404.516686,414.848629,265.618257,403.442314,201.300429,507.800543,196.677714,353.702286,276.4488,198.294629,707.065657,412.546457,211.329514,550.277971,281.642,290.071971,469.543114,383.532771,350.123057,445.2544,450.836314,1354.186571,243.373629,475.080743,384.268257,331.672171,912.304657,705.796743,229.322257,440.943,237.054743,205.4398,509.232514,1054.679343,8347.665143,6866.852286,195.717029,436.0024,174.930943,625.213257,197.524343,250.436114,1560.315143,365.375314,577.748714,756.903686,4504.395143,224.377086,623.847514,387.3654,512.946029,253.350314,649.575171,774.305714,2022.068,2639.66,2292.620571,2850.366857,2520.166,3539.231429,8512.895714,728.800743,263.504143,191.075714,160.569486,1082.174457,12742.95143,2553.384857,531.400057,339.018714,253.255714,6484.564857,12146.90857,5139.361143,1297.545829,201.665714,235.489543,275.940686,169.406029,672.926257,1069.482257,398.025714,1129.615143,541.777771,876.900543,4552.833143,185.186343,269.875743,280.4012,185.442514,4454.435714,4680.619143,1263.089143,943.6226,346.161886,288.480629,261.173314,253.320543,496.5242,666.866286,371.752429,1204.9614,267.8794,270.682086,249.1678,10761.82029,793.9522,785.286686,256.453543,214.857743,184.146457,683.047029,418.610423,433.6876,553.107171,459.032943,203.2036,528.475029,415.925171,273.3482,452.5434,364.308429,427.3812,698.970029,298.975543,4357.497429,2084.768286,498.986343,663.367086,272.157286,181.284314,199.1086,252.482543,167.608114,373.708657,402.686457,304.2042,436.569314,9797.497714,413.768743,276.307143,211.999114,271.783657,489.867229,882.930343,360.388314,441.932,2464.357714,441.308286,395.553114,205.491943,337.015314,392.974743,3427.154,465.491029,202.827629,2107.114286,12382.92343,214.490171,421.017057,701.627057,1741.623143,923.899657,1137.950857,876.173,876.706571,1123.861429,1728.767143,1972.955714,1346.133143,698.470343,691.657257,254.310029,703.070857,6233.571143,417.1636,361.598114,332.067371,2358.853429,1642.21,428.803086,485.394029,227.7428,456.4642,264.110657,290.412829,243.907514,1015.729657,357.462829,216.056857,435.9176,947.420571,575.404486,6331.703429,4428.907143,4624.147714,6108.952,5968.216,17724.31429,2900.656286,6878.857429,8905.770571,6362.254286,3979.842286,6474.128286,7803.602857,7956.188571,7322.266,4985.237143,5964.268286,6621.043714,7486.091714,5259.898571,5189.623714,7566.153714,8990.894571,5457.896857,5935.627429,7373.605143,6787.206857,10311.54514,7971.812,3874.829429,7606.3,7438.580286,1051.450857,1040.207714,8951.566857,9865.882286,3124.454857,5595.133714,1630.345143,2249.431143,195.712171,376.503343,647.933857,2357.382286
B1-Ctrl,70,251.026629,377.4546,168.4374,342.5954,195.7636,269.666829,294.218971,152.242314,391.0554,399.755371,256.314029,380.022857,159.812171,459.914429,184.152171,385.308486,264.0822,216.084686,704.074686,427.043657,183.075029,532.245743,299.828371,301.230943,450.493571,347.834057,307.310257,449.0998,457.868657,1307.506571,240.659429,451.105057,400.699857,319.904314,902.015486,772.305029,221.579857,413.704714,264.5556,193.533457,454.2186,926.893429,7854.858571,7533.162,199.1982,416.014514,169.348371,641.383286,175.337543,256.448314,1432.171143,327.984514,469.512143,628.695029,4089.105714,253.412286,565.146286,324.504171,449.847143,262.862657,590.147857,694.040657,2020.595429,2622.804571,2444.972286,2867.244571,2531.991143,3662.84,9412.021714,770.168914,270.675143,205.203029,169.842457,1263.800457,12114.78286,2530.749143,490.340657,315.980171,234.9102,6523.589429,12092.86857,5116.273714,1079.643286,221.436314,223.553257,251.003057,143.4682,680.6688,1094.517714,404.010857,1147.219857,614.711086,821.829171,4368.910857,198.325914,257.211514,271.835257,186.6582,4953.715429,4735.507714,1335.409714,955.440486,315.369543,304.943486,261.711057,246.405971,520.186029,654.044686,344.928086,1191.906,280.123086,250.8252,246.414257,11054.79029,773.919457,836.224,250.108514,222.052771,189.198314,707.911486,302.289043,431.522406,523.946743,462.331114,194.193429,577.209429,410.9602,295.749486,439.185629,340.709314,459.767743,701.987886,282.749686,4584.478,2135.606,485.5646,652.866171,321.498714,188.646486,205.5482,285.230171,165.868543,345.3434,401.386971,308.838286,435.236229,10890.44829,404.396543,267.588343,210.618514,265.744686,468.356429,797.533257,349.289543,420.637543,2484.318571,415.792,398.438514,198.232143,324.855029,394.578314,3528.761429,429.914143,221.793486,2562.561143,11585.64286,219.635771,405.259029,688.326086,1863.789143,870.371943,1182.621143,887.695143,893.0876,1190.963143,1855.250286,2089.300857,1235.736571,653.157914,715.103171,229.089571,703.283114,6653.768857,402.2542,369.6714,320.549457,2110.060571,1566.173143,410.826057,479.910314,201.858514,448.076,264.7478,278.230343,256.894143,958.8188,384.307114,213.372429,448.1042,880.683114,539.225086,6208.714,4542.926286,4798.275143,6275.303429,6223.825714,21322.03429,3109.928571,6783.068286,9200.366857,6470.888857,3974.533143,6577.711714,8194.764857,7923.826857,7501.838857,5465.896571,6711.354571,6616.768857,8085.603429,5398.979143,5368.970571,7688.346571,9296.047143,5509.479429,6495.124857,7444.952286,7076.052857,10904.81086,7657.143429,4070.076,8081.149143,7608.614571,1129.196571,1104.493714,9923.722286,10124.33057,3180.108857,5788.188,1787.966571,2556.754286,189.183971,308.725343,604.972229,2487.283429
B1-Ctrl,80,246.557914,392.154,167.0276,349.1398,194.091,279.734114,298.348486,137.222457,390.7164,410.549086,262.105314,386.540229,157.986086,427.184314,170.215886,408.130743,258.183,216.704143,677.899543,439.094429,179.497114,551.752771,286.648486,296.986571,456.344286,370.477429,321.478029,484.6614,444.986029,1305.086286,240.791514,440.428429,406.495229,332.321657,968.227943,772.033714,227.839229,427.759257,267.4494,197.276429,455.7328,949.216714,7452.336286,7299.492,203.8752,426.373057,158.512286,615.971943,183.162371,265.168857,1491.242571,461.428857,521.233771,680.047114,4016.486857,248.903343,648.580543,281.751086,389.933571,344.314829,558.272629,657.743229,1978.355714,2501.130286,2321.955143,2747.560286,2374.712571,3453.19,8862.174857,733.798457,264.597971,198.805714,168.858029,1242.102229,12672.05143,2484.740571,463.729429,309.418286,236.91,6381.159714,11486.05429,4991.176857,892.425343,215.458257,216.129029,234.729229,133.446,698.0658,1103.660857,412.335029,1088.658429,578.783743,859.531486,4206.185429,194.204057,256.486657,269.534629,184.7624,4713.495714,4605.748857,1266.718857,926.181943,310.350371,313.726743,263.798029,248.166486,502.105514,661.476943,351.408343,1210.27,286.407943,252.0324,280.481029,10703.27914,800.198629,837.4386,251.809657,219.166286,185.690457,1426.289143,176.855231,312.402983,486.636771,493.477857,196.740914,540.453714,422.0848,300.609143,391.641314,347.299257,445.397571,648.596343,287.709343,4484.85,2116.632,489.3616,643.821486,325.686257,188.326543,213.096,286.161686,167.171171,347.0138,395.457286,295.241543,431.226914,10203.31714,571.596571,273.033971,211.295857,264.586143,476.599314,805.400629,359.117571,425.581771,2473.278286,423.1694,431.931857,177.110171,331.474514,396.441257,3542.161714,428.251171,206.921743,2764.210571,11462.43143,226.317086,374.685714,747.110343,1960.652571,952.152371,1235.598571,960.039571,954.8598,1256.568571,2022.503143,2274.491429,1256.692286,639.747857,683.759486,230.264086,722.426257,6274.021429,428.6142,358.961,324.781229,2159.930286,1620.420571,408.612029,475.877857,198.058257,454.1454,270.191,274.152971,251.058571,953.3756,387.750657,206.605514,436.5962,863.451857,506.051743,6095.764,4452.961143,4736.798571,6087.259714,5990.942857,20369.17714,3080.806286,6866.197143,9231.549429,6513.919429,4021.944571,6551.726857,8076.711429,8019.001429,7389.641429,5358.080286,6586.298286,6663.225429,7901.075714,5377.914571,5277.018286,7686.226286,9082.542571,5482.749714,6370.513429,7362.533143,6881.549429,10743.33543,7733.403714,4051.906,7880.954571,7400.052286,1150.582286,1090.724857,9798.523143,9960.236286,3110.681429,5674.776,1728.088286,2411.109143,196.860486,288.153371,597.097914,2451.925714
